unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
1,2089,197,1,"Michael Chiesa",0,17,32,2,6,0,2:09,0,1,4,17,6,6,1,1,7,19,3,3,1,2
2,2089,197,1,"Anthony Pettis",0,11,21,0,0,0,0:58,0,0,2,10,3,4,2,3,5,14,1,1,1,2
3,2089,197,2,"Michael Chiesa",0,2,3,0,0,0,0:29,0,0,0,0,1,1,0,1,1,2,0,0,0,0
4,2089,197,2,"Anthony Pettis",0,2,5,0,0,2,0:06,0,0,1,3,1,2,0,0,2,5,0,0,0,0
5,2334,219,1,"Joe Lauzon",0,25,41,1,5,0,2:31,1,1,9,21,0,0,0,0,3,12,0,0,6,9
6,2334,219,1,"Michael Chiesa",0,27,43,1,3,0,0:58,0,1,8,23,6,7,5,5,12,27,7,8,0,0
7,2334,219,2,"Joe Lauzon",0,17,25,1,2,0,0:13,0,0,8,16,4,4,0,0,7,15,4,4,1,1
8,2334,219,2,"Michael Chiesa",0,15,27,0,1,0,0:24,0,0,6,17,4,4,1,1,7,16,4,6,0,0
9,1330,124,1,"Rafael Dos Anjos",0,5,12,0,0,0,0:11,0,0,1,6,2,2,1,1,4,9,0,0,0,0
10,1330,124,1,"Michael Chiesa",0,2,16,2,3,0,3:15,0,1,0,11,1,1,0,0,1,12,0,0,0,0
11,1330,124,2,"Rafael Dos Anjos",0,11,29,0,1,0,0:30,0,0,0,15,2,2,6,7,8,24,0,0,0,0
12,1330,124,2,"Michael Chiesa",0,12,39,3,4,0,2:13,0,0,5,29,1,4,1,1,7,33,0,1,0,0
13,1330,124,3,"Rafael Dos Anjos",0,7,11,0,0,0,0:00,0,0,1,2,0,0,1,1,2,3,0,0,0,0
14,1330,124,3,"Michael Chiesa",0,40,52,1,1,0,4:45,0,2,1,5,0,0,0,0,1,4,0,0,0,1
15,249,25,1,"Rafael Dos Anjos",0,19,23,0,0,0,0:07,0,0,3,6,1,2,4,4,8,12,0,0,0,0
16,249,25,1,"Leon Edwards",0,11,25,1,2,0,3:14,0,1,5,13,1,2,0,0,3,12,1,1,2,2
17,249,25,2,"Rafael Dos Anjos",0,34,55,0,1,0,1:19,0,0,11,25,5,10,7,8,23,42,0,1,0,0
18,249,25,2,"Leon Edwards",0,25,63,0,1,0,0:16,0,0,19,55,3,4,2,2,23,59,1,2,0,0
19,249,25,3,"Rafael Dos Anjos",0,27,41,0,4,0,0:36,0,0,7,18,1,1,3,6,11,25,0,0,0,0
20,249,25,3,"Leon Edwards",0,33,61,0,1,0,1:18,0,0,18,43,6,8,1,1,17,44,8,8,0,0
21,249,25,4,"Rafael Dos Anjos",0,26,58,0,0,0,0:07,0,0,11,38,6,8,5,7,22,53,0,0,0,0
22,249,25,4,"Leon Edwards",0,29,60,1,1,0,1:03,0,1,20,49,2,3,2,2,23,52,1,2,0,0
23,249,25,5,"Rafael Dos Anjos",0,23,42,0,0,0,0:14,0,0,9,28,4,4,4,4,17,36,0,0,0,0
24,249,25,5,"Leon Edwards",0,15,35,1,5,0,1:26,0,0,10,29,2,3,1,1,11,28,1,1,1,4
25,980,90,1,"Rafael Dos Anjos",0,19,27,0,0,0,0:00,0,0,7,15,3,3,3,3,7,15,5,5,1,1
26,980,90,1,"Kamaru Usman",0,32,48,2,4,0,3:31,0,1,8,22,5,5,0,0,5,17,4,6,4,4
27,980,90,2,"Rafael Dos Anjos",0,28,36,0,0,2,0:00,1,0,3,8,8,8,5,6,7,11,8,10,1,1
28,980,90,2,"Kamaru Usman",0,43,61,1,2,0,3:56,0,0,10,23,5,7,2,2,3,16,12,14,2,2
29,980,90,3,"Rafael Dos Anjos",0,21,43,0,1,0,0:21,0,0,10,31,5,5,5,6,13,35,5,5,2,2
30,980,90,3,"Kamaru Usman",0,37,58,4,5,0,2:57,0,1,19,37,6,8,0,0,15,30,6,11,4,4
31,980,90,4,"Rafael Dos Anjos",0,7,21,0,0,0,0:00,0,0,4,17,0,0,2,2,6,19,0,0,0,0
32,980,90,4,"Kamaru Usman",0,46,75,3,3,0,3:32,0,2,32,59,6,6,3,3,18,35,2,2,21,31
33,980,90,5,"Rafael Dos Anjos",0,9,11,0,0,0,0:00,0,0,3,3,3,4,1,1,2,3,4,4,1,1
34,980,90,5,"Kamaru Usman",0,69,92,2,4,0,4:31,0,3,26,42,7,8,1,1,7,13,9,10,18,28
35,931,86,1,"Rafael Dos Anjos",0,36,51,0,0,0,0:00,0,0,12,23,12,16,3,3,15,30,12,12,0,0
36,931,86,1,"Colby Covington",0,27,69,2,4,0,2:42,0,0,9,44,1,6,7,7,14,51,3,6,0,0
37,931,86,2,"Rafael Dos Anjos",0,25,45,0,0,0,0:00,0,0,8,26,9,11,3,3,15,35,5,5,0,0
38,931,86,2,"Colby Covington",0,32,77,2,3,0,3:10,0,1,14,50,0,4,7,8,20,60,1,2,0,0
39,931,86,3,"Rafael Dos Anjos",0,23,45,0,0,0,0:00,0,0,12,32,7,9,3,3,15,37,7,7,0,0
40,931,86,3,"Colby Covington",0,39,82,0,3,0,3:02,0,0,12,50,7,11,10,11,25,66,3,5,1,1
41,931,86,4,"Rafael Dos Anjos",0,22,37,3,4,0,2:14,0,1,10,25,5,5,4,4,11,26,5,5,3,3
42,931,86,4,"Colby Covington",0,18,55,1,2,0,0:54,0,1,6,39,3,6,3,4,12,48,0,0,0,1
43,931,86,5,"Rafael Dos Anjos",0,24,45,0,2,0,0:00,0,0,12,33,4,4,1,1,14,35,3,3,0,0
44,931,86,5,"Colby Covington",0,26,63,2,6,0,2:49,0,0,13,46,3,6,4,4,19,53,1,3,0,0
45,2340,220,1,"Rafael Dos Anjos",0,12,41,0,1,0,0:22,0,0,9,38,2,2,1,1,10,38,2,3,0,0
46,2340,220,1,"Eddie Alvarez",0,49,83,1,3,0,0:20,0,0,34,67,8,8,3,3,20,45,22,30,3,3
47,2037,192,1,"Jeremy Stephens",0,6,17,0,0,0,0:32,1,0,1,12,2,2,1,1,3,14,1,1,0,0
48,2037,192,1,"Rafael Dos Anjos",0,22,24,2,4,1,3:30,0,2,1,2,0,0,3,4,3,4,1,2,0,0
49,2037,192,2,"Jeremy Stephens",0,21,36,0,0,0,1:48,1,0,7,18,3,4,2,2,4,9,0,0,8,15
50,2037,192,2,"Rafael Dos Anjos",0,14,22,2,2,1,1:39,0,1,3,9,0,0,1,1,4,10,0,0,0,0
51,2037,192,3,"Jeremy Stephens",1,6,7,0,0,0,0:02,0,0,5,6,0,0,1,1,2,3,0,0,4,4
52,2037,192,3,"Rafael Dos Anjos",0,1,2,0,0,0,0:00,0,0,0,1,0,0,1,1,1,2,0,0,0,0
53,2500,234,1,"Diego Sanchez",0,7,11,1,1,0,1:27,0,1,0,0,0,1,4,4,0,0,0,1,4,4
54,2500,234,1,"Michael Chiesa",0,24,39,1,2,0,3:18,1,1,10,16,1,1,0,0,0,0,3,6,8,11
55,2500,234,2,"Diego Sanchez",0,3,6,0,1,0,0:35,0,0,0,3,0,0,2,2,0,2,2,3,0,0
56,2500,234,2,"Michael Chiesa",0,59,75,2,2,0,4:14,0,2,31,44,0,0,0,0,2,5,2,2,27,37
57,2500,234,3,"Diego Sanchez",0,13,14,0,0,0,0:22,0,0,1,1,0,0,0,0,1,1,0,0,0,0
58,2500,234,3,"Michael Chiesa",0,15,18,2,2,0,4:17,0,5,5,6,0,0,0,0,2,2,0,0,3,4
59,2777,259,1,"Al Iaquinta",2,12,19,0,0,0,0:05,0,0,9,15,1,2,2,2,8,15,2,2,2,2
60,2777,259,1,"Diego Sanchez",0,4,15,0,0,0,0:00,0,0,2,13,2,2,0,0,4,14,0,1,0,0
61,1443,134,1,"Jon Fitch",0,55,65,1,1,0,2:08,0,0,8,13,4,4,1,1,4,9,4,4,5,5
62,1443,134,1,"Diego Sanchez",0,12,17,1,7,1,2:24,0,0,2,5,6,6,1,1,2,5,7,7,0,0
63,1443,134,2,"Jon Fitch",0,45,49,2,2,0,3:10,0,2,6,8,0,0,0,0,1,3,0,0,5,5
64,1443,134,2,"Diego Sanchez",0,12,13,1,2,1,1:12,1,0,1,2,1,1,0,0,1,2,0,0,1,1
65,1443,134,3,"Jon Fitch",0,44,64,0,0,0,4:22,0,0,4,12,2,2,0,0,1,7,2,2,3,5
66,1443,134,3,"Diego Sanchez",0,1,4,0,0,3,0:00,0,0,0,3,0,0,0,0,0,3,0,0,0,0
67,2757,257,1,"Carlos Condit",0,18,40,0,0,0,0:20,0,0,3,20,2,5,5,6,7,27,3,4,0,0
68,2757,257,1,"Neil Magny",0,15,42,2,3,0,1:39,0,0,3,23,6,9,0,3,6,29,2,4,1,2
69,2757,257,2,"Carlos Condit",0,28,38,0,0,0,0:17,0,0,3,11,3,5,4,4,8,18,2,2,0,0
70,2757,257,2,"Neil Magny",0,27,47,3,4,0,2:48,0,0,2,18,3,3,1,2,4,20,2,3,0,0
71,2757,257,3,"Carlos Condit",0,18,62,0,0,0,0:07,0,0,4,38,5,11,8,12,17,58,0,3,0,0
72,2757,257,3,"Neil Magny",0,22,61,1,2,0,0:42,0,1,9,42,4,9,4,5,14,53,2,2,1,1
73,1490,139,1,"Carlos Condit",0,28,30,0,0,1,2:00,1,2,1,2,0,0,4,4,4,5,0,0,1,1
74,1490,139,1,"Alex Oliveira",0,9,14,1,1,0,1:35,0,2,0,5,1,1,0,0,0,5,0,0,1,1
75,1490,139,2,"Carlos Condit",0,14,19,1,1,0,0:51,0,0,5,10,2,2,0,0,2,6,0,0,5,6
76,1490,139,2,"Alex Oliveira",0,13,23,2,2,1,2:09,0,2,8,17,0,0,0,0,1,3,0,0,7,14
77,906,84,1,"Anthony Pettis",0,24,65,0,0,0,0:00,0,0,15,54,3,5,1,1,19,58,0,2,0,0
78,906,84,1,"Rafael Dos Anjos",0,27,70,1,1,0,0:57,0,0,9,46,14,19,1,1,19,56,3,7,2,3
79,906,84,2,"Anthony Pettis",0,19,35,0,0,0,0:00,0,0,4,18,3,4,0,0,6,20,1,1,0,1
80,906,84,2,"Rafael Dos Anjos",0,46,59,1,2,0,3:56,0,0,16,25,1,2,4,4,7,14,1,1,13,16
81,906,84,3,"Anthony Pettis",0,19,43,0,0,0,0:00,0,0,7,30,0,1,1,1,8,32,0,0,0,0
82,906,84,3,"Rafael Dos Anjos",0,31,45,3,3,0,3:03,0,0,8,20,6,7,7,7,14,23,4,4,3,7
83,906,84,4,"Anthony Pettis",0,14,27,0,1,0,0:52,0,0,5,18,3,3,1,1,9,22,0,0,0,0
84,906,84,4,"Rafael Dos Anjos",0,18,27,2,2,0,2:59,0,3,4,9,3,4,3,4,8,12,2,4,0,1
85,906,84,5,"Anthony Pettis",0,20,35,0,0,0,0:00,0,0,7,21,2,3,2,2,11,26,0,0,0,0
86,906,84,5,"Rafael Dos Anjos",0,22,32,2,2,0,3:47,0,2,7,13,3,5,4,5,10,19,1,1,3,3
87,389,37,1,"Anthony Pettis",0,24,45,0,0,0,0:00,0,0,11,30,8,10,1,1,17,38,2,2,1,1
88,389,37,1,"Diego Ferreira",0,33,57,2,5,0,2:24,0,2,14,36,4,6,2,2,14,36,3,4,3,4
89,389,37,2,"Anthony Pettis",0,4,6,0,0,0,0:00,0,0,1,3,1,1,0,0,1,3,1,1,0,0
90,389,37,2,"Diego Ferreira",0,10,17,1,2,1,1:30,0,2,4,7,0,0,1,2,2,3,0,0,3,6
91,2637,246,1,"Anthony Pettis",0,14,34,0,1,0,0:00,0,0,10,30,0,0,4,4,14,34,0,0,0,0
92,2637,246,1,"Edson Barboza",0,20,45,0,0,0,0:00,0,0,8,28,4,7,8,10,20,44,0,1,0,0
93,2637,246,2,"Anthony Pettis",0,22,50,0,1,0,0:00,0,0,18,46,4,4,0,0,22,50,0,0,0,0
94,2637,246,2,"Edson Barboza",0,22,57,0,0,0,0:00,0,0,9,36,8,13,5,8,22,57,0,0,0,0
95,2637,246,3,"Anthony Pettis",0,12,47,0,1,0,0:00,0,0,7,40,1,3,4,4,12,47,0,0,0,0
96,2637,246,3,"Edson Barboza",0,31,62,0,0,0,0:00,0,0,10,37,3,6,18,19,31,62,0,0,0,0
97,274,27,1,"Kevin Lee",0,23,86,0,0,0,0:00,0,0,17,77,4,7,2,2,23,86,0,0,0,0
98,274,27,1,"Al Iaquinta",0,20,51,0,6,0,0:00,0,0,12,38,5,9,3,4,20,51,0,0,0,0
99,274,27,2,"Kevin Lee",0,43,81,1,2,0,1:44,0,2,29,62,3,5,2,2,15,48,0,0,19,21
100,274,27,2,"Al Iaquinta",0,18,35,0,0,0,0:00,0,0,12,29,4,4,2,2,17,34,0,0,1,1
101,274,27,3,"Kevin Lee",0,20,46,2,2,0,2:27,0,1,5,29,3,4,2,2,8,33,1,1,1,1
102,274,27,3,"Al Iaquinta",0,18,31,0,1,0,0:00,0,0,12,23,3,5,1,1,16,28,0,0,0,1
103,274,27,4,"Kevin Lee",0,17,61,0,0,0,0:00,0,0,13,57,3,3,1,1,17,61,0,0,0,0
104,274,27,4,"Al Iaquinta",0,24,60,0,0,0,0:00,0,0,16,50,4,6,4,4,24,60,0,0,0,0
105,274,27,5,"Kevin Lee",0,18,45,0,1,0,1:14,0,0,16,42,1,2,1,1,18,45,0,0,0,0
106,274,27,5,"Al Iaquinta",0,33,53,0,0,0,0:14,0,0,30,49,3,4,0,0,33,53,0,0,0,0
107,2472,232,1,"Tony Ferguson",0,14,24,0,0,0,0:02,0,0,7,16,2,3,4,4,10,19,0,0,3,4
108,2472,232,1,"Kevin Lee",0,38,69,1,1,0,2:17,0,2,22,52,5,6,0,0,9,32,0,0,18,26
109,2472,232,2,"Tony Ferguson",0,27,54,0,0,0,0:00,0,0,21,42,3,8,3,4,27,54,0,0,0,0
110,2472,232,2,"Kevin Lee",0,22,49,0,2,0,0:00,0,0,15,40,7,9,0,0,22,48,0,1,0,0
111,2472,232,3,"Tony Ferguson",0,16,28,0,0,2,0:00,0,0,12,23,1,2,1,1,3,12,1,1,10,13
112,2472,232,3,"Kevin Lee",0,11,19,2,3,0,2:32,0,0,4,9,2,3,0,0,4,10,0,0,2,2
113,23,3,1,"Kevin Lee",0,15,29,0,0,0,3:30,1,1,13,27,2,2,0,0,8,22,0,0,7,7
114,23,3,1,"Charles Oliveira",0,16,21,0,1,0,0:11,1,0,8,12,1,2,4,4,10,15,0,0,3,3
115,23,3,2,"Kevin Lee",0,36,57,2,2,0,2:56,0,1,13,34,3,3,0,0,13,29,0,0,3,8
116,23,3,2,"Charles Oliveira",0,33,47,0,0,1,0:00,0,0,19,33,7,7,2,2,23,36,2,2,3,4
117,23,3,3,"Kevin Lee",0,10,14,0,1,0,0:04,0,0,9,13,1,1,0,0,10,14,0,0,0,0
118,23,3,3,"Charles Oliveira",0,2,5,0,0,1,0:00,0,0,1,4,1,1,0,0,2,5,0,0,0,0
119,1347,125,1,"Beneil Dariush",0,4,11,0,0,0,0:00,0,0,2,7,1,3,1,1,4,11,0,0,0,0
120,1347,125,1,"Alexander Hernandez",1,9,14,0,0,0,0:01,0,1,5,10,3,3,0,0,6,11,0,0,2,2
121,2452,230,1,"Anthony Pettis",0,36,53,0,0,0,0:00,0,0,21,33,14,19,1,1,31,47,5,6,0,0
122,2452,230,1,"Jim Miller",0,17,49,0,2,0,0:00,0,0,5,29,3,10,9,10,16,46,1,3,0,0
123,2452,230,2,"Anthony Pettis",0,34,45,1,1,0,2:14,0,5,7,17,4,4,1,1,3,9,0,0,9,13
124,2452,230,2,"Jim Miller",0,11,22,1,1,0,1:50,0,1,4,15,2,2,2,2,4,8,0,0,4,11
125,2452,230,3,"Anthony Pettis",0,37,52,0,1,0,1:23,0,0,21,35,9,9,2,2,29,43,3,3,0,0
126,2452,230,3,"Jim Miller",0,23,42,0,1,0,0:00,0,0,4,21,10,11,9,10,13,30,10,12,0,0
127,343,33,1,"Francisco Trinaldo",0,13,26,0,0,0,0:55,0,0,5,17,2,2,1,1,6,18,1,1,1,1
128,343,33,1,"Jim Miller",0,29,38,1,2,0,2:22,0,0,12,19,2,3,1,2,10,17,0,1,5,6
129,343,33,2,"Francisco Trinaldo",0,40,83,0,0,0,1:32,0,1,19,61,10,11,2,2,21,61,3,4,7,9
130,343,33,2,"Jim Miller",0,15,39,0,3,0,0:00,0,0,5,26,3,5,4,5,12,35,0,1,0,0
131,343,33,3,"Francisco Trinaldo",0,31,56,1,1,0,2:13,0,1,16,38,6,6,2,2,14,31,5,6,5,9
132,343,33,3,"Jim Miller",0,17,32,0,0,0,0:04,0,0,1,12,3,4,3,4,4,17,3,3,0,0
133,277,27,1,"Jim Miller",0,1,2,0,0,0,0:00,0,0,0,1,0,0,1,1,1,2,0,0,0,0
134,277,27,1,"Charles Oliveira",0,1,2,1,1,1,0:47,0,1,0,0,0,0,0,1,0,1,0,0,0,0
135,661,60,1,"Jim Miller",0,21,48,0,1,0,0:00,0,0,11,35,3,4,6,7,18,44,1,1,1,1
136,661,60,1,"Scott Holtzman",0,20,57,0,0,0,0:29,0,0,13,45,2,5,2,4,15,52,2,2,0,0
137,661,60,2,"Jim Miller",0,17,29,0,1,0,0:27,0,0,6,17,3,3,3,3,8,18,2,3,2,2
138,661,60,2,"Scott Holtzman",0,43,72,1,1,0,2:48,0,1,28,55,0,0,3,4,21,44,2,3,8,12
139,661,60,3,"Jim Miller",0,28,54,0,0,0,0:00,0,0,16,41,7,8,3,3,18,42,8,10,0,0
140,661,60,3,"Scott Holtzman",0,57,102,0,0,0,1:40,0,0,36,80,3,3,1,1,34,73,6,11,0,0
141,1103,100,1,"Michael Chiesa",0,45,61,3,5,0,1:56,0,3,15,28,4,5,1,1,10,22,4,5,6,7
142,1103,100,1,"Mitch Clarke",0,16,25,0,2,0,1:46,0,0,2,8,1,1,8,11,2,9,9,11,0,0
143,1103,100,2,"Michael Chiesa",0,24,33,1,1,0,3:25,0,1,8,13,1,1,1,1,2,7,3,3,5,5
144,1103,100,2,"Mitch Clarke",0,17,24,0,1,0,0:50,0,0,1,3,2,2,3,3,4,6,2,2,0,0
145,1103,100,3,"Michael Chiesa",0,29,79,0,1,0,0:00,0,0,25,72,4,7,0,0,29,78,0,1,0,0
146,1103,100,3,"Mitch Clarke",0,48,92,0,1,0,0:00,0,0,33,74,11,14,4,4,46,90,2,2,0,0
147,1511,140,1,"Mitch Clarke",0,23,56,0,2,0,0:00,0,0,6,20,7,14,8,19,14,44,7,9,0,0
148,1511,140,1,"Alex White",0,18,44,0,0,0,0:00,0,0,10,33,4,6,0,0,9,31,5,8,0,0
149,1511,140,2,"Mitch Clarke",0,11,34,0,2,0,0:26,0,0,5,21,1,5,1,4,4,25,3,4,0,1
150,1511,140,2,"Alex White",3,44,78,0,0,0,0:15,0,0,36,67,6,7,1,2,19,44,23,29,1,3
151,2343,220,1,"Joe Duffy",1,3,7,0,0,1,0:15,0,2,3,7,0,0,0,0,1,2,0,0,2,5
152,2343,220,1,"Mitch Clarke",0,1,4,0,0,0,0:00,0,0,0,2,0,0,1,2,1,4,0,0,0,0
153,2043,193,1,"Joe Lauzon",0,21,57,0,1,0,0:15,0,0,17,51,2,4,0,0,14,50,5,5,0,0
154,2043,193,1,"Evan Dunham",0,40,95,1,1,0,0:09,0,1,28,80,9,12,2,2,33,84,6,10,0,0
155,2043,193,2,"Joe Lauzon",0,13,27,0,1,0,0:00,0,0,12,25,0,1,1,1,10,20,3,7,0,0
156,2043,193,2,"Evan Dunham",0,54,105,0,2,0,1:37,0,0,28,71,4,5,4,4,21,53,15,27,0,0
157,2043,193,3,"Joe Lauzon",0,10,31,0,1,0,0:00,0,0,8,29,1,1,1,1,9,30,1,1,0,0
158,2043,193,3,"Evan Dunham",0,53,118,0,0,0,0:04,0,0,40,101,8,12,4,4,43,102,9,15,0,0
159,2780,259,1,"Joe Lauzon",0,30,33,3,3,1,4:26,0,4,19,21,0,0,0,0,0,0,1,1,18,20
160,2780,259,1,"Stevie Ray",0,9,11,0,0,0,0:03,0,0,1,2,2,2,1,1,3,4,1,1,0,0
161,2780,259,2,"Joe Lauzon",0,16,30,1,2,0,1:56,0,1,10,23,2,2,0,0,7,18,0,2,5,5
162,2780,259,2,"Stevie Ray",0,36,74,0,0,0,0:00,0,0,22,57,6,7,0,0,21,52,4,7,3,5
163,2780,259,3,"Joe Lauzon",0,19,34,1,2,0,1:49,0,0,13,28,2,2,0,0,13,25,0,1,2,4
164,2780,259,3,"Stevie Ray",0,94,152,0,0,1,0:32,0,0,71,120,6,7,0,0,43,84,13,21,21,22
165,2571,240,1,"Michael Chiesa",0,56,111,1,4,0,2:29,0,1,9,30,3,4,0,0,3,12,1,1,8,21
166,2571,240,1,"Francisco Trinaldo",0,6,6,0,0,0,0:00,0,0,0,0,3,3,1,1,3,3,1,1,0,0
167,2571,240,2,"Michael Chiesa",0,36,48,0,1,0,3:14,0,2,2,13,0,1,1,1,3,15,0,0,0,0
168,2571,240,2,"Francisco Trinaldo",0,11,21,0,0,1,0:00,0,0,5,15,1,1,0,0,6,16,0,0,0,0
169,2571,240,3,"Michael Chiesa",0,29,49,1,2,0,3:06,0,0,3,20,1,1,0,0,4,21,0,0,0,0
170,2571,240,3,"Francisco Trinaldo",0,6,17,0,0,0,0:00,0,0,2,12,0,1,1,1,2,13,1,1,0,0
171,253,25,1,"Alexander Hernandez",0,8,30,0,0,0,0:00,0,0,1,17,5,10,2,3,8,30,0,0,0,0
172,253,25,1,"Francisco Trinaldo",0,8,14,0,0,0,0:00,0,0,5,9,3,5,0,0,8,14,0,0,0,0
173,253,25,2,"Alexander Hernandez",0,6,23,0,1,0,0:02,0,0,4,13,2,10,0,0,6,23,0,0,0,0
174,253,25,2,"Francisco Trinaldo",0,5,17,0,0,0,0:00,0,0,2,11,3,6,0,0,5,17,0,0,0,0
175,253,25,3,"Alexander Hernandez",0,12,39,0,0,0,0:18,0,0,4,23,6,13,1,2,11,37,0,0,0,1
176,253,25,3,"Francisco Trinaldo",0,15,24,0,0,0,0:00,0,0,6,13,5,7,1,1,11,20,1,1,0,0
177,2143,203,1,"James Vick",1,27,65,0,0,0,0:12,0,0,9,41,12,18,2,2,20,57,2,3,1,1
178,2143,203,1,"Francisco Trinaldo",0,8,28,2,2,1,1:11,0,2,3,22,4,5,0,0,6,25,1,2,0,0
179,2143,203,2,"James Vick",0,25,50,1,2,0,0:15,0,0,11,33,12,14,2,3,20,43,2,3,3,4
180,2143,203,2,"Francisco Trinaldo",0,9,30,1,1,0,0:21,0,0,3,20,6,8,0,2,8,29,1,1,0,0
181,2143,203,3,"James Vick",0,20,47,0,0,0,0:00,0,0,4,26,14,18,2,3,20,47,0,0,0,0
182,2143,203,3,"Francisco Trinaldo",0,10,33,0,0,0,0:04,0,0,4,25,6,7,0,1,9,32,1,1,0,0
183,2712,253,1,"Francisco Trinaldo",1,23,43,1,1,0,0:50,0,0,11,25,8,13,2,2,21,40,0,0,0,0
184,2712,253,1,"Piotr Hallmann",0,21,61,0,0,0,0:04,0,0,12,47,5,8,4,6,20,60,1,1,0,0
185,2712,253,2,"Francisco Trinaldo",0,1,3,0,3,0,0:52,0,0,0,2,0,0,1,1,1,3,0,0,0,0
186,2712,253,2,"Piotr Hallmann",0,41,51,2,2,1,2:23,0,2,20,25,0,0,1,1,2,5,8,8,11,13
187,2288,215,1,"Colton Smith",0,2,3,0,0,0,0:10,0,0,0,1,1,1,1,1,0,1,2,2,0,0
188,2288,215,1,"Diego Ferreira",0,7,10,1,1,1,0:10,0,1,4,6,3,4,0,0,2,4,3,3,2,3
189,1102,100,1,"Jorge Masvidal",0,32,48,0,0,0,0:24,0,1,20,35,3,3,6,7,24,35,0,1,5,9
190,1102,100,1,"Al Iaquinta",0,12,44,0,4,0,0:00,0,0,3,33,4,6,5,5,12,44,0,0,0,0
191,1102,100,2,"Jorge Masvidal",0,20,51,0,0,0,0:00,0,0,14,44,3,3,3,4,19,48,1,3,0,0
192,1102,100,2,"Al Iaquinta",0,17,40,0,3,0,0:07,0,0,4,25,5,6,8,9,17,40,0,0,0,0
193,1102,100,3,"Jorge Masvidal",0,34,74,0,0,0,0:01,0,0,28,67,4,5,2,2,34,72,0,2,0,0
194,1102,100,3,"Al Iaquinta",0,26,69,0,2,0,0:00,0,0,11,49,2,6,13,14,25,66,1,3,0,0
195,2201,208,1,"Benson Henderson",0,27,45,0,2,0,0:18,0,0,11,24,7,9,7,9,24,41,1,1,0,0
196,2201,208,1,"Jorge Masvidal",0,41,67,0,0,0,0:03,0,0,10,32,12,13,3,3,22,44,3,4,0,0
197,2201,208,2,"Benson Henderson",0,37,52,0,1,0,1:06,0,0,13,23,5,9,7,8,12,24,13,16,0,0
198,2201,208,2,"Jorge Masvidal",0,36,59,0,1,0,0:34,0,0,5,21,7,8,0,0,6,20,6,9,0,0
199,2201,208,3,"Benson Henderson",0,22,36,0,1,0,1:22,0,0,9,20,8,11,1,1,15,29,3,3,0,0
200,2201,208,3,"Jorge Masvidal",0,46,69,0,1,0,0:17,0,0,9,28,8,9,0,1,13,33,4,5,0,0
201,2201,208,4,"Benson Henderson",0,29,40,1,3,0,1:36,0,0,6,16,2,2,1,1,6,16,3,3,0,0
202,2201,208,4,"Jorge Masvidal",0,61,78,1,2,0,1:24,0,0,8,22,4,5,1,1,5,16,7,11,1,1
203,2201,208,5,"Benson Henderson",0,23,28,2,5,0,2:30,0,1,3,4,2,3,4,6,4,6,3,5,2,2
204,2201,208,5,"Jorge Masvidal",0,33,36,0,1,1,1:31,0,0,6,9,4,4,0,0,5,7,4,5,1,1
205,1931,181,1,"Gilbert Melendez",0,20,81,0,0,1,0:18,0,0,17,77,0,0,1,2,14,75,4,4,0,0
206,1931,181,1,"Jorge Masvidal",0,19,53,0,0,0,0:00,0,0,10,41,1,4,8,8,19,53,0,0,0,0
207,1931,181,2,"Gilbert Melendez",0,19,82,0,0,0,0:00,0,0,15,68,2,10,2,4,19,82,0,0,0,0
208,1931,181,2,"Jorge Masvidal",0,13,37,0,0,0,0:00,0,0,10,33,1,1,2,3,13,37,0,0,0,0
209,1931,181,3,"Gilbert Melendez",0,20,105,0,1,0,0:00,0,0,17,97,2,6,1,2,20,104,0,1,0,0
210,1931,181,3,"Jorge Masvidal",0,25,60,0,0,0,0:00,0,0,22,56,1,2,2,2,24,58,1,2,0,0
211,1931,181,4,"Gilbert Melendez",0,30,101,0,0,0,0:00,0,0,28,97,1,3,1,1,30,101,0,0,0,0
212,1931,181,4,"Jorge Masvidal",0,14,45,0,0,0,0:00,0,0,11,39,1,2,2,4,14,45,0,0,0,0
213,1931,181,5,"Gilbert Melendez",0,33,131,0,1,0,0:05,0,0,30,126,1,3,0,0,31,129,0,0,0,0
214,1931,181,5,"Jorge Masvidal",0,29,77,1,2,0,0:10,0,0,22,67,3,6,4,4,29,74,0,3,0,0
215,1028,94,1,"Demian Maia",0,35,43,3,5,0,3:49,0,1,6,8,0,0,0,0,0,0,6,8,0,0
216,1028,94,1,"Jorge Masvidal",0,24,34,0,0,0,0:19,0,0,15,24,4,5,0,0,0,1,3,3,16,25
217,1028,94,2,"Demian Maia",0,12,22,0,6,0,2:36,1,1,8,15,0,0,1,1,1,5,0,0,8,11
218,1028,94,2,"Jorge Masvidal",0,15,22,0,0,0,0:34,0,0,6,11,1,2,4,5,6,13,3,3,2,2
