unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
2043,2025,191,3,"Rich Franklin",0,42,87,0,0,1,0:37,0,0,33,78,2,2,2,2,29,73,8,9,0,0
2044,2025,191,3,"Evan Tanner ",0,7,26,0,2,0,0:00,0,0,4,18,3,8,0,0,5,22,2,4,0,0
2045,2025,191,4,"Rich Franklin",0,25,54,0,0,0,0:13,0,0,20,49,2,2,2,2,19,42,5,11,0,0
2046,2025,191,4,"Evan Tanner ",0,4,13,0,2,0,0:00,0,0,1,9,3,4,0,0,3,11,1,2,0,0
2047,1123,102,1,"Joe Riggs",0,23,34,0,0,1,2:33,1,1,13,22,0,1,0,0,0,1,1,1,12,21
2048,1123,102,1,"Chris Lytle ",0,35,43,1,2,0,1:50,0,1,1,3,0,0,0,0,0,2,0,0,1,1
2049,1123,102,2,"Joe Riggs",0,3,3,1,1,0,0:23,0,0,2,2,0,0,0,0,1,1,0,0,1,1
2050,1123,102,2,"Chris Lytle ",0,17,20,0,0,0,1:14,1,1,2,5,0,0,0,0,1,2,0,0,1,3
2051,1112,101,1,"Chris Lytle ",0,30,63,1,2,0,0:11,0,0,14,42,5,9,4,5,14,46,9,10,0,0
2052,1112,101,1,"Tiki Ghosn ",0,26,40,0,0,0,0:27,0,0,7,16,7,10,7,9,10,19,11,16,0,0
2053,1112,101,2,"Chris Lytle ",0,20,33,1,1,1,0:38,0,2,8,20,2,3,1,1,7,19,4,5,0,0
2054,1112,101,2,"Tiki Ghosn ",0,6,14,0,0,0,0:00,0,0,2,8,3,4,1,2,5,9,1,5,0,0
2055,1155,106,1,"Bob Cook ",0,43,61,0,4,1,0:27,0,0,11,23,7,11,2,4,13,26,7,12,0,0
2056,1155,106,1,"Tiki Ghosn ",0,24,52,0,0,0,2:07,0,0,11,36,9,12,2,2,13,34,9,16,0,0
2057,1155,106,2,"Bob Cook ",0,10,17,1,1,1,0:41,0,3,1,7,0,0,1,2,2,8,0,0,0,1
2058,1155,106,2,"Tiki Ghosn ",0,2,13,0,0,0,0:00,0,0,1,9,1,4,0,0,2,13,0,0,0,0
2059,1436,133,1,"Tony Ferguson",0,31,82,0,0,0,0:02,0,0,22,67,6,8,3,7,29,79,2,3,0,0
2060,1436,133,1,"Aaron Riley",0,11,49,0,0,0,0:00,0,0,3,35,4,7,4,7,11,49,0,0,0,0
2061,1578,146,1,"Neil Magny",0,21,41,1,2,0,1:01,0,0,7,26,4,5,1,1,8,27,3,4,1,1
2062,1578,146,1,"Jingliang Li",0,8,24,2,3,0,1:19,0,0,5,15,1,2,2,6,6,19,2,4,0,0
2063,1578,146,2,"Neil Magny",0,58,74,2,3,0,2:18,0,1,24,40,2,2,0,0,13,28,13,14,0,0
2064,1578,146,2,"Jingliang Li",0,1,6,0,0,0,2:07,0,0,1,4,0,0,0,0,0,1,1,3,0,0
2065,1578,146,3,"Neil Magny",0,44,73,1,2,0,1:47,0,1,25,52,6,8,5,5,13,41,2,2,21,22
2066,1578,146,3,"Jingliang Li",0,7,35,0,0,0,0:13,0,0,5,31,0,1,2,3,7,33,0,2,0,0
2067,2938,272,1,"Keita Nakamura",1,59,70,0,0,0,4:11,0,0,14,19,0,0,0,0,3,6,3,4,8,9
2068,2938,272,1,"Jingliang Li",0,10,17,0,0,0,0:00,0,0,8,15,1,1,1,1,10,16,0,1,0,0
2069,2938,272,2,"Keita Nakamura",0,19,50,0,0,0,0:00,0,0,16,45,1,3,2,2,19,50,0,0,0,0
2070,2938,272,2,"Jingliang Li",1,59,101,0,0,0,0:48,0,1,40,76,9,14,6,7,46,84,0,0,9,13
2071,2938,272,3,"Keita Nakamura",0,7,18,0,2,1,0:10,0,1,6,17,1,1,0,0,7,18,0,0,0,0
2072,2938,272,3,"Jingliang Li",0,19,33,1,1,0,0:47,0,0,13,26,1,2,0,0,11,24,0,1,3,3
2073,2661,248,1,"Nordine Taleb",0,29,48,1,1,0,0:08,0,0,20,39,3,3,5,5,25,43,3,4,0,0
2074,2661,248,1,"Jingliang Li",0,28,65,0,3,0,0:02,0,0,9,41,1,1,9,12,17,51,2,3,0,0
2075,2661,248,2,"Nordine Taleb",0,25,44,1,1,0,0:49,0,0,13,30,4,6,2,2,17,36,2,2,0,0
2076,2661,248,2,"Jingliang Li",0,16,59,2,4,0,0:35,0,0,6,45,1,2,5,6,11,52,1,1,0,0
2077,2661,248,3,"Nordine Taleb",0,38,49,0,2,0,1:31,0,0,16,27,0,0,3,3,19,28,0,0,0,2
2078,2661,248,3,"Jingliang Li",0,13,41,0,1,0,0:05,0,0,7,32,0,1,5,7,12,40,0,0,0,0
2079,3106,64,1,"Santiago Ponzinibbio",0,6,16,0,0,0,0:17,0,0,0,9,2,2,1,1,3,10,0,0,0,2
2080,3106,64,1,"Ryan LaFlare",0,15,34,2,3,0,3:03,1,3,9,25,1,1,2,4,4,14,3,4,5,12
2081,3106,64,2,"Santiago Ponzinibbio",0,19,52,0,0,0,0:00,0,0,13,37,1,7,2,4,16,48,0,0,0,0
2082,3106,64,2,"Ryan LaFlare",0,39,87,2,6,0,1:26,0,1,11,50,6,11,4,5,19,64,1,1,1,1
2083,3106,64,3,"Santiago Ponzinibbio",1,7,24,0,0,0,0:14,0,0,2,15,2,4,2,2,5,19,1,1,0,1
2084,3106,64,3,"Ryan LaFlare",1,55,90,1,1,0,2:43,1,3,25,51,13,18,4,5,11,31,5,7,26,36
2085,1598,148,1,"Johny Hendricks",0,19,33,0,0,0,0:00,0,0,3,16,2,2,6,6,8,20,3,4,0,0
2086,1598,148,1,"Hector Lombard",0,12,30,1,4,0,1:27,0,0,5,22,1,2,0,0,6,23,0,1,0,0
2087,1598,148,2,"Johny Hendricks",0,27,62,0,0,0,0:00,0,0,14,46,2,4,3,4,13,47,6,7,0,0
2088,1598,148,2,"Hector Lombard",0,17,41,0,3,0,0:29,0,0,10,32,3,5,4,4,14,38,3,3,0,0
2089,1598,148,3,"Johny Hendricks",0,23,60,0,0,0,0:00,0,0,15,49,3,4,3,5,17,54,4,4,0,0
2090,1598,148,3,"Hector Lombard",0,14,38,1,2,0,0:06,0,0,7,26,4,8,3,4,13,37,1,1,0,0
2091,1857,174,1,"Thales Leites",0,5,20,0,0,0,0:00,0,0,2,14,3,6,0,0,5,20,0,0,0,0
2092,1857,174,1,"Hector Lombard",0,15,24,0,0,0,0:00,0,0,1,6,0,0,14,18,15,24,0,0,0,0
2093,1857,174,2,"Thales Leites",0,19,57,1,1,0,0:07,0,0,12,49,6,7,1,1,17,54,2,3,0,0
2094,1857,174,2,"Hector Lombard",0,21,38,0,0,0,0:32,0,0,7,19,0,0,8,12,14,30,1,1,0,0
2095,1857,174,3,"Thales Leites",0,36,46,1,2,0,0:13,0,0,12,22,9,9,9,9,23,32,7,8,0,0
2096,1857,174,3,"Hector Lombard",0,26,36,0,0,0,1:01,0,0,8,15,3,4,5,6,13,20,3,5,0,0
2097,1911,179,1,"Dan Henderson",0,15,26,0,0,0,0:00,0,0,2,12,0,1,3,3,5,15,0,1,0,0
2098,1911,179,1,"Hector Lombard",1,42,55,2,2,2,2:16,0,2,20,31,0,2,0,0,10,17,6,10,4,6
2099,1911,179,2,"Dan Henderson",1,8,15,0,0,0,0:02,0,0,7,13,0,0,1,2,4,11,2,2,2,2
2100,1911,179,2,"Hector Lombard",0,3,8,0,0,0,0:00,0,0,2,7,1,1,0,0,3,8,0,0,0,0
2101,377,36,1,"Hector Lombard",0,32,63,0,0,0,0:17,0,0,12,42,4,4,15,16,26,49,2,7,3,6
2102,377,36,1,"Anthony Smith",0,8,44,0,1,0,0:00,0,0,5,38,2,5,1,1,6,40,1,1,1,3
2103,377,36,2,"Hector Lombard",0,24,45,1,2,0,1:19,0,0,9,26,2,3,11,14,15,31,7,12,0,0
2104,377,36,2,"Anthony Smith",0,13,39,0,0,0,0:02,0,0,9,33,1,2,0,1,6,29,4,7,0,0
2105,377,36,3,"Hector Lombard",0,12,29,0,0,0,0:00,0,0,5,22,1,1,6,6,11,28,1,1,0,0
2106,377,36,3,"Anthony Smith",1,17,35,0,0,0,0:01,0,0,13,31,3,3,1,1,15,32,1,1,1,2
2107,1349,125,1,"CB Dollaway",0,13,19,0,0,0,0:00,0,0,4,7,8,11,1,1,12,18,1,1,0,0
2108,1349,125,1,"Hector Lombard",1,19,33,0,0,0,0:00,0,0,8,18,2,4,9,11,18,32,1,1,0,0
2109,1038,95,1,"Chris Weidman",0,16,35,2,4,1,1:43,0,1,5,17,1,5,3,3,7,22,2,3,0,0
2110,1038,95,1,"Kelvin Gastelum",1,14,22,0,0,0,0:07,0,0,12,19,1,1,0,0,3,9,0,1,10,10
2111,1038,95,2,"Chris Weidman",0,33,43,3,5,0,3:47,0,2,7,11,2,3,1,1,4,5,1,3,5,7
2112,1038,95,2,"Kelvin Gastelum",0,3,8,0,0,0,0:00,0,0,0,5,1,1,1,1,1,6,1,1,0,0
2113,1038,95,3,"Chris Weidman",0,26,46,2,4,1,2:04,0,2,13,31,3,4,1,1,13,32,3,3,1,1
2114,1038,95,3,"Kelvin Gastelum",0,11,20,0,0,0,0:00,0,0,9,18,2,2,0,0,10,19,1,1,0,0
2115,532,50,1,"Kelvin Gastelum",0,12,33,0,0,0,0:00,0,0,8,28,3,4,1,1,12,33,0,0,0,0
2116,532,50,1,"Israel Adesanya",0,10,32,0,0,0,0:00,0,0,4,22,3,6,3,4,10,32,0,0,0,0
2117,532,50,2,"Kelvin Gastelum",0,20,44,0,2,0,0:00,0,0,18,42,2,2,0,0,20,44,0,0,0,0
2118,532,50,2,"Israel Adesanya",1,30,63,0,0,0,0:07,0,0,16,48,6,7,7,7,28,61,0,0,1,1
2119,532,50,3,"Kelvin Gastelum",0,12,35,1,2,0,0:10,0,0,7,28,2,3,3,4,12,35,0,0,0,0
2120,532,50,3,"Israel Adesanya",0,17,42,0,0,0,0:00,0,0,7,29,4,6,5,6,16,41,0,0,0,0
2121,532,50,4,"Kelvin Gastelum",0,33,71,0,2,0,0:28,0,0,24,60,4,5,4,4,32,68,0,1,0,0
2122,532,50,4,"Israel Adesanya",0,19,47,0,0,0,0:00,0,0,11,38,2,3,4,4,16,44,1,1,0,0
2123,532,50,5,"Kelvin Gastelum",0,15,39,0,3,0,0:43,1,0,11,33,1,2,3,4,15,39,0,0,0,0
2124,532,50,5,"Israel Adesanya",3,43,63,0,0,2,0:35,0,0,32,49,1,1,4,7,30,47,0,0,7,10
2125,3003,278,1,"Vitor Belfort",0,10,28,0,0,0,0:00,0,0,5,22,5,6,0,0,10,28,0,0,0,0
2126,3003,278,1,"Kelvin Gastelum",2,26,49,0,0,0,0:43,0,1,25,48,0,0,1,1,13,31,0,0,13,18
2127,2075,196,1,"Neil Magny",0,53,69,3,6,0,1:04,0,3,16,26,1,1,1,1,2,7,1,2,15,19
2128,2075,196,1,"Erick Silva",0,7,11,1,2,0,0:37,0,1,1,5,0,0,0,0,1,4,0,0,0,1
2129,2075,196,2,"Neil Magny",0,30,57,0,0,0,2:21,0,0,13,37,1,2,0,0,12,34,2,5,0,0
2130,2075,196,2,"Erick Silva",0,10,28,1,1,0,1:41,0,0,3,16,3,6,2,3,7,23,1,2,0,0
2131,2075,196,3,"Neil Magny",0,49,78,1,3,0,0:40,0,0,30,58,4,4,2,2,32,60,4,4,0,0
2132,2075,196,3,"Erick Silva",0,20,29,1,1,0,0:28,0,1,6,15,2,2,12,12,19,28,1,1,0,0
2133,2977,276,1,"Matt Brown",0,42,58,3,3,0,0:48,0,0,33,48,7,8,0,0,11,17,21,28,8,11
2134,2977,276,1,"Erick Silva",1,30,45,0,1,1,2:33,0,1,12,22,3,5,2,2,7,19,1,1,9,9
2135,2977,276,2,"Matt Brown",0,83,106,1,1,4,1:33,0,2,47,65,6,9,1,1,31,47,11,13,12,15
2136,2977,276,2,"Erick Silva",0,8,20,0,2,0,1:15,0,0,4,13,3,6,0,0,5,17,2,2,0,0
2137,2977,276,3,"Matt Brown",0,36,49,1,1,0,1:26,0,0,21,31,3,4,0,0,2,6,5,7,17,22
2138,2977,276,3,"Erick Silva",0,1,6,0,0,0,0:00,0,0,1,5,0,1,0,0,1,5,0,1,0,0
2139,2892,268,1,"Erick Silva",0,15,28,0,1,0,0:00,0,0,6,16,5,8,4,4,14,27,1,1,0,0
2140,2892,268,1,"Yancy Medeiros",0,19,61,0,0,0,0:06,0,0,12,49,5,8,1,2,17,55,1,4,0,0
2141,2892,268,2,"Erick Silva",0,14,28,0,0,0,0:00,0,0,6,17,5,8,3,3,14,28,0,0,0,0
2142,2892,268,2,"Yancy Medeiros",1,15,35,0,0,0,0:05,0,0,14,33,0,1,1,1,10,27,0,0,5,8
2143,509,48,1,"Hyun Gyu Lim",0,15,35,0,0,0,0:32,0,0,12,31,2,3,1,1,7,21,8,14,0,0
2144,509,48,1,"Neil Magny",0,44,67,1,3,0,2:16,1,3,17,32,2,4,6,6,6,15,9,11,10,16
2145,509,48,2,"Hyun Gyu Lim",0,0,1,0,0,0,0:00,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2146,509,48,2,"Neil Magny",0,20,35,1,1,0,0:50,0,3,17,32,0,0,1,1,2,7,0,0,16,26
2147,110,11,1,"Tarec Saffiedine",0,16,33,0,0,0,0:00,0,0,5,18,2,2,9,13,15,32,1,1,0,0
2148,110,11,1,"Hyun Gyu Lim",0,32,47,0,0,0,0:17,0,0,21,35,8,9,1,1,29,43,0,0,1,2
2149,110,11,2,"Tarec Saffiedine",0,38,63,0,1,0,0:00,0,0,21,44,3,4,14,15,38,63,0,0,0,0
2150,110,11,2,"Hyun Gyu Lim",0,21,79,0,0,0,0:00,0,0,18,75,2,3,1,1,21,79,0,0,0,0
2151,110,11,3,"Tarec Saffiedine",1,41,45,1,1,0,2:39,0,2,10,13,2,2,9,10,16,19,0,1,5,5
2152,110,11,3,"Hyun Gyu Lim",0,10,19,0,0,1,0:02,0,0,5,11,2,4,1,1,6,14,1,1,1,1
2153,110,11,4,"Tarec Saffiedine",1,45,62,0,0,1,3:36,0,4,10,22,4,4,5,10,18,34,0,0,1,2
2154,110,11,4,"Hyun Gyu Lim",0,12,42,0,0,0,0:00,0,0,9,36,3,6,0,0,12,42,0,0,0,0
2155,110,11,5,"Tarec Saffiedine",1,26,45,0,1,0,0:04,0,0,14,30,2,2,10,13,26,45,0,0,0,0
2156,110,11,5,"Hyun Gyu Lim",0,51,95,0,0,0,0:00,0,0,39,82,12,13,0,0,51,95,0,0,0,0
2157,2106,198,1,"Daichi Abe",0,21,78,0,0,0,0:00,0,0,15,65,2,3,4,10,19,74,2,4,0,0
2158,2106,198,1,"Hyun Gyu Lim",0,13,49,0,0,0,0:00,0,0,9,43,1,1,3,5,13,49,0,0,0,0
2159,2106,198,2,"Daichi Abe",0,17,48,0,0,0,0:00,0,0,4,29,1,3,12,16,17,48,0,0,0,0
2160,2106,198,2,"Hyun Gyu Lim",0,14,38,0,0,0,0:00,0,0,7,27,1,1,6,10,14,38,0,0,0,0
2161,2106,198,3,"Daichi Abe",1,27,59,1,1,0,0:05,0,1,16,43,1,1,8,13,18,50,1,1,6,6
2162,2106,198,3,"Hyun Gyu Lim",0,16,46,0,0,0,0:00,0,0,10,38,2,4,4,4,16,46,0,0,0,0
2163,2649,247,1,"Neil Magny",0,43,64,0,1,0,2:00,0,0,11,28,12,15,1,2,11,26,13,19,0,0
2164,2649,247,1,"Kiichi Kunimoto",0,12,20,0,2,0,1:16,0,0,2,9,1,2,3,3,5,11,1,3,0,0
2165,2649,247,2,"Neil Magny",0,67,81,2,2,0,2:19,0,1,28,36,10,13,1,1,10,16,14,17,15,17
2166,2649,247,2,"Kiichi Kunimoto",0,6,17,1,2,0,1:56,0,1,1,10,0,0,1,1,2,9,0,2,0,0
2167,2649,247,3,"Neil Magny",0,32,36,1,1,1,1:09,0,1,13,17,0,0,0,0,9,13,0,0,4,4
2168,2649,247,3,"Kiichi Kunimoto",0,2,3,0,0,0,0:00,0,0,2,3,0,0,0,0,2,3,0,0,0,0
2169,2859,265,1,"Kiichi Kunimoto",0,16,26,0,3,0,1:14,0,0,4,10,1,1,9,13,11,21,3,3,0,0
2170,2859,265,1,"Zak Ottow",0,39,64,1,1,0,0:07,0,0,12,31,4,9,6,6,21,45,1,1,0,0
2171,2859,265,2,"Kiichi Kunimoto",0,19,33,1,1,0,1:48,1,1,3,13,0,0,2,3,3,13,0,0,2,3
2172,2859,265,2,"Zak Ottow",0,33,46,1,1,0,1:45,0,1,7,16,1,2,3,3,9,19,0,0,2,2
2173,2859,265,3,"Kiichi Kunimoto",0,49,57,1,1,0,3:58,0,1,4,5,1,1,1,1,3,4,0,0,3,3
2174,2859,265,3,"Zak Ottow",0,26,35,0,1,0,0:30,1,0,1,6,2,2,1,1,2,6,1,2,1,1
2175,1297,121,1,"Alex Garcia",0,13,33,0,1,0,1:29,0,1,4,24,0,0,5,5,4,23,5,6,0,0
2176,1297,121,1,"Court McGee",0,22,44,1,3,0,0:09,0,1,6,23,3,6,6,6,14,33,1,2,0,0
2177,1297,121,2,"Alex Garcia",0,16,23,0,1,0,0:05,0,0,8,14,1,1,0,0,8,14,1,1,0,0
2178,1297,121,2,"Court McGee",1,55,68,1,1,0,3:53,0,2,13,24,5,5,2,2,8,16,0,1,12,14
2179,1297,121,3,"Alex Garcia",0,10,17,1,2,0,1:32,0,1,5,12,3,3,1,1,2,4,4,6,3,6
2180,1297,121,3,"Court McGee",0,34,42,0,2,0,2:35,1,1,13,18,1,2,2,2,2,4,0,3,14,15
2181,2595,242,1,"Neil Magny",0,1,8,2,2,0,0:37,0,0,1,8,0,0,0,0,1,8,0,0,0,0
2182,2595,242,1,"Rodrigo de Lima",0,30,33,1,3,2,3:42,1,3,0,0,1,2,4,4,3,4,0,0,2,2
2183,2595,242,2,"Neil Magny",1,30,49,0,0,0,0:01,0,0,28,46,1,1,0,0,29,47,0,0,0,0
2184,2595,242,2,"Rodrigo de Lima",0,0,8,0,0,0,0:00,0,0,0,8,0,0,0,0,0,8,0,0,0,0
2185,2653,247,1,"Efrain Escudero",1,28,38,1,1,0,0:15,0,0,14,24,2,2,4,4,15,23,4,4,1,3
2186,2653,247,1,"Rodrigo de Lima",0,13,31,2,3,0,2:28,0,2,4,19,3,3,4,6,6,21,0,0,5,7
2187,2653,247,2,"Efrain Escudero",0,74,94,0,0,0,2:24,0,0,31,47,10,11,2,2,16,28,7,7,20,25
2188,2653,247,2,"Rodrigo de Lima",0,10,32,0,4,0,1:05,0,0,5,25,2,2,1,1,8,28,0,0,0,0
2189,2653,247,3,"Efrain Escudero",0,92,113,1,1,0,3:32,0,0,29,37,2,2,0,0,13,21,5,5,13,13
2190,2653,247,3,"Rodrigo de Lima",0,9,20,1,1,0,0:14,0,1,4,15,1,1,0,0,4,15,1,1,0,0
2191,3147,290,1,"Neil Magny",0,25,79,1,4,0,0:53,0,1,14,61,3,3,3,6,17,66,3,4,0,0
2192,3147,290,1,"Gasan Umalatov",0,6,12,1,3,0,0:48,0,1,2,6,1,3,3,3,6,12,0,0,0,0
2193,3147,290,2,"Neil Magny",0,50,91,0,2,0,1:32,0,1,14,50,6,9,7,7,17,56,10,10,0,0
2194,3147,290,2,"Gasan Umalatov",0,12,22,0,2,0,0:33,0,0,5,14,4,5,1,1,8,17,2,3,0,0
2195,3147,290,3,"Neil Magny",0,30,89,0,1,0,0:18,0,0,19,74,3,6,2,2,22,80,2,2,0,0
2196,3147,290,3,"Gasan Umalatov",0,20,46,1,3,0,0:55,0,0,5,28,9,12,4,4,15,40,1,2,2,2
2197,712,64,1,"Viscardi Andrade",0,19,41,0,0,0,0:00,0,0,6,20,8,13,3,5,12,33,5,5,0,0
2198,712,64,1,"Gasan Umalatov",0,6,17,0,0,0,0:04,0,0,2,11,1,2,3,3,6,14,0,2,0,0
2199,712,64,2,"Viscardi Andrade",0,34,77,0,0,0,0:00,0,0,21,57,10,16,3,4,27,67,7,10,0,0
2200,712,64,2,"Gasan Umalatov",0,12,33,0,1,0,0:03,0,0,10,29,2,3,0,1,12,32,0,1,0,0
2201,712,64,3,"Viscardi Andrade",0,27,68,0,2,0,0:02,0,0,11,51,10,11,6,6,16,53,11,15,0,0
2202,712,64,3,"Gasan Umalatov",0,22,57,0,0,0,0:34,0,0,16,47,2,4,2,2,16,45,4,7,0,1
2203,3165,292,1,"Kelvin Gastelum",0,20,37,0,0,0,0:51,0,2,16,31,1,2,2,2,16,32,1,1,2,2
2204,3165,292,1,"Rick Story",0,9,42,0,0,0,0:00,0,0,4,33,3,7,2,2,9,42,0,0,0,0
2205,3165,292,2,"Kelvin Gastelum",0,28,63,0,0,0,0:00,0,0,20,54,0,1,8,8,27,59,1,4,0,0
2206,3165,292,2,"Rick Story",1,22,84,0,0,0,0:11,0,0,15,71,6,12,1,1,19,76,2,5,1,3
2207,3165,292,3,"Kelvin Gastelum",0,14,42,1,2,0,0:38,1,1,9,35,2,3,1,1,7,28,5,11,0,0
2208,3165,292,3,"Rick Story",0,20,44,0,1,0,2:09,1,1,7,29,3,4,4,4,11,30,3,7,0,0
2209,2996,277,1,"Nate Marquardt",0,4,10,0,0,0,0:00,0,0,2,6,1,1,1,3,3,9,1,1,0,0
2210,2996,277,1,"Hector Lombard",1,13,25,0,0,0,0:03,0,0,10,22,0,0,0,0,5,14,2,5,3,3
2211,2956,274,1,"Brad Tavares",0,12,36,0,0,0,0:00,0,0,6,29,3,3,3,4,11,35,1,1,0,0
2212,2956,274,1,"Nate Marquardt",0,10,22,0,0,0,0:00,0,0,4,13,1,2,5,7,9,20,1,2,0,0
2213,2956,274,2,"Brad Tavares",0,20,35,1,1,0,0:27,0,0,9,21,1,1,4,7,11,24,3,5,0,0
2214,2956,274,2,"Nate Marquardt",0,8,17,0,4,0,0:45,0,0,3,7,0,1,3,6,6,14,0,0,0,0
2215,2956,274,3,"Brad Tavares",0,25,55,0,0,0,0:02,0,0,16,41,3,6,5,7,20,46,4,8,0,0
2216,2956,274,3,"Nate Marquardt",0,16,30,0,3,0,0:42,0,0,7,19,5,5,2,4,11,25,3,3,0,0
2217,1368,127,1,"Nate Marquardt",0,22,26,0,0,0,0:20,0,0,1,4,4,5,5,5,6,9,4,5,0,0
2218,1368,127,1,"Sam Alvey",0,11,22,0,0,0,1:29,0,0,2,8,4,4,2,5,4,13,4,4,0,0
2219,1368,127,2,"Nate Marquardt",0,15,36,0,0,0,0:22,0,0,7,24,2,5,3,4,10,28,2,5,0,0
2220,1368,127,2,"Sam Alvey",0,21,45,0,0,0,0:00,0,0,18,42,1,1,1,1,20,43,0,1,0,0
2221,1368,127,3,"Nate Marquardt",0,15,28,1,2,0,1:10,0,1,5,13,1,4,0,1,6,16,0,2,0,0
2222,1368,127,3,"Sam Alvey",0,13,28,0,1,0,0:32,0,0,3,16,0,2,5,5,7,19,0,3,1,1
2223,2890,268,1,"Vitor Belfort",0,3,11,0,0,0,0:00,0,0,3,9,0,1,0,0,2,9,0,0,1,1
2224,2890,268,1,"Nate Marquardt",0,21,33,1,1,0,1:03,0,0,1,13,3,3,7,7,10,22,1,1,0,0
2225,2890,268,2,"Vitor Belfort",0,16,33,0,0,0,0:00,0,0,13,30,2,2,1,1,9,22,7,11,0,0
2226,2890,268,2,"Nate Marquardt",0,26,50,0,0,0,0:00,0,0,10,33,8,9,8,8,23,47,3,3,0,0
2227,2890,268,3,"Vitor Belfort",0,19,36,0,0,0,0:00,0,0,14,30,4,5,0,0,14,27,4,8,0,0
2228,2890,268,3,"Nate Marquardt",0,21,41,0,1,0,0:00,0,0,10,28,5,6,5,6,19,39,1,1,0,0
2229,2700,252,1,"Roger Bowling",0,40,75,1,1,0,--,0,0,17,43,16,25,7,7,37,72,3,3,0,0
2230,2700,252,1,"Bobby Voelker",0,25,75,0,0,0,--,0,0,21,71,2,2,2,2,24,72,1,3,0,0
2231,2700,252,2,"Roger Bowling",0,13,18,1,3,0,--,0,0,2,5,2,3,4,5,1,2,7,11,0,0
2232,2700,252,2,"Bobby Voelker",1,25,32,0,0,0,--,0,0,13,19,2,2,0,0,3,7,4,5,8,9
2233,2415,226,1,"Tarec Saffiedine",0,24,63,0,0,0,--,0,0,17,52,3,7,4,4,23,62,1,1,0,0
2234,2415,226,1,"James Terry",0,11,58,1,2,0,--,0,0,8,50,1,3,2,5,11,58,0,0,0,0
2235,2415,226,2,"Tarec Saffiedine",0,26,81,0,0,0,--,0,0,18,70,1,4,7,7,26,80,0,1,0,0
2236,2415,226,2,"James Terry",0,16,58,0,3,0,--,0,0,10,50,2,4,4,4,16,58,0,0,0,0
2237,2415,226,3,"Tarec Saffiedine",0,52,112,0,0,0,--,0,1,34,88,5,9,4,5,34,87,5,9,4,6
2238,2415,226,3,"James Terry",0,20,65,1,4,0,--,0,0,14,56,2,5,4,4,17,62,3,3,0,0
2239,1252,117,1,"Makoto Takimoto ",0,44,53,0,1,2,--,1,1,3,12,0,0,0,0,1,6,1,2,1,4
2240,1252,117,1,"Dong Sik Yoon ",0,37,48,2,2,2,--,0,5,4,15,1,1,0,0,0,10,0,0,5,6
2241,1252,117,2,"Makoto Takimoto ",0,11,45,0,0,0,--,0,0,9,42,2,3,0,0,10,44,1,1,0,0
2242,1252,117,2,"Dong Sik Yoon ",0,14,36,1,1,0,--,0,1,8,30,0,0,0,0,8,30,0,0,0,0
2243,1252,117,3,"Makoto Takimoto ",0,30,54,0,0,0,--,0,0,10,25,8,14,1,2,7,25,8,12,4,4
2244,1252,117,3,"Dong Sik Yoon ",0,5,25,0,1,0,--,0,0,1,20,3,4,1,1,1,20,4,5,0,0
2245,2093,197,1,"Lando Vannata",0,20,50,0,2,0,0:39,0,0,8,30,5,12,6,7,13,38,6,11,0,0
2246,2093,197,1,"Drakkar Klose",0,28,37,0,1,0,0:57,0,0,9,15,5,6,7,8,10,16,11,13,0,0
2247,2093,197,2,"Lando Vannata",0,16,50,0,1,0,0:00,0,0,7,31,4,11,4,7,12,46,3,3,0,0
2248,2093,197,2,"Drakkar Klose",0,19,41,0,0,0,0:15,0,0,9,30,4,4,5,6,13,35,5,5,0,0
2249,2093,197,3,"Lando Vannata",0,30,50,1,1,0,0:23,0,1,3,19,6,7,7,9,12,30,4,5,0,0
2250,2093,197,3,"Drakkar Klose",0,26,40,1,3,0,2:06,0,0,11,23,0,0,5,6,13,26,3,3,0,0
2251,1620,151,1,"Lando Vannata",0,21,47,1,1,0,0:05,0,0,10,30,4,8,7,9,19,44,2,3,0,0
2252,1620,151,1,"David Teymur",0,28,69,0,0,0,0:00,0,0,14,46,5,11,9,12,26,63,2,6,0,0
2253,1620,151,2,"Lando Vannata",0,23,42,0,0,0,0:00,0,0,8,24,7,10,7,7,22,39,0,2,0,0
2254,1620,151,2,"David Teymur",0,31,61,1,1,0,0:05,0,0,14,40,9,12,5,6,21,50,7,8,0,0
2255,1620,151,3,"Lando Vannata",0,35,55,0,0,0,0:02,0,0,18,35,4,6,11,12,26,44,7,9,0,0
2256,1620,151,3,"David Teymur",0,36,67,1,6,0,0:45,0,0,18,45,7,11,9,9,26,52,8,13,0,0
2257,529,49,1,"Marc Diakiese",0,16,39,0,0,0,0:49,0,0,4,15,4,10,8,13,16,37,0,0,0,1
2258,529,49,1,"Lando Vannata",0,12,24,0,0,0,0:00,0,0,1,8,2,4,7,9,10,19,0,2,0,0
