fight_id,ending_round,ending_time,unique_round_id,round_number,fighter_name,fighter_knockdowns,fighter_total_strikes_landed,fighter_total_strikes_attempted,fighter_takedowns,fighter_takedowns_attempted,fighter_submission_attempts,fighter_reversals,fighter_control_time,fighter_significant_strikes_head_landed,fighter_significant_strikes_head_attempted,fighter_significant_strikes_body_landed,fighter_significant_strikes_body_attempted,fighter_significant_strikes_leg_landed,fighter_significant_strikes_leg_attempted,fighter_significant_strikes_standing_landed,fighter_significant_strikes_standing_attempted,fighter_significant_strikes_clinch_landed,fighter_significant_strikes_clinch_attempted,fighter_significant_strikes_ground_landed,fighter_significant_strikes_ground_attempted,opponent_knockdowns,opponent_total_strikes_landed,opponent_total_strikes_attempted,opponent_takedowns,opponent_takedowns_attempted,opponent_submission_attempts,opponent_control_time,opponent_reversals,opponent_significant_strikes_head_landed,opponent_significant_strikes_head_attempted,opponent_significant_strikes_body_landed,opponent_significant_strikes_body_attempted,opponent_significant_strikes_leg_landed,opponent_significant_strikes_leg_attempted,opponent_significant_strikes_standing_landed,opponent_significant_strikes_standing_attempted,opponent_significant_strikes_clinch_landed,opponent_significant_strikes_clinch_attempted,opponent_significant_strikes_ground_landed,opponent_significant_strikes_ground_attempted
2189,3,5:00,4003,2,"Bojan Velickovic",0,46,61,0,0,1,0,0:00,1,8,2,5,1,4,3,16,0,0,1,1,0,29,36,1,1,0,3:33,0,6,9,0,0,0,0,2,5,0,0,4,4
2189,3,5:00,4005,3,"Bojan Velickovic",0,44,51,0,1,0,0,0:24,0,6,2,3,2,2,2,9,2,2,0,0,0,45,51,0,1,0,3:37,1,4,7,0,0,0,0,0,1,0,1,4,5
2190,1,2:12,289,1,"Robbie Lawler",0,4,7,0,0,0,0,0:00,0,1,3,5,0,0,2,5,1,1,0,0,1,8,11,0,0,0,0:19,0,7,9,1,2,0,0,3,6,0,0,5,5
2191,3,5:00,12231,1,"Rose Namajunas",0,25,57,2,2,0,0,0:21,16,46,3,5,5,5,19,51,4,4,1,1,0,15,86,0,0,0,0:00,0,6,68,4,7,5,11,13,80,2,5,0,1
2191,3,5:00,12233,2,"Rose Namajunas",0,29,46,0,2,0,0,2:05,20,36,6,7,1,1,18,31,9,13,0,0,0,61,104,0,0,0,0:00,0,23,62,17,20,4,5,14,51,30,36,0,0
2191,3,5:00,12235,3,"Rose Namajunas",0,20,46,0,2,0,0,0:00,16,41,1,1,2,3,13,34,3,8,3,3,0,52,103,0,0,0,2:18,0,15,55,8,11,2,3,9,43,9,15,7,11
2192,1,1:46,515,1,"Matt Brown",0,7,17,0,1,0,0,0:00,5,15,2,2,0,0,5,15,2,2,0,0,2,29,43,0,0,0,0:41,0,18,31,2,2,1,1,7,15,0,0,14,19
2193,3,5:00,6017,1,"Francisco Rivera",0,23,55,0,0,0,0,0:00,16,47,4,5,3,3,21,52,2,3,0,0,0,21,72,0,1,0,0:28,0,4,50,4,6,6,6,11,57,3,5,0,0
2193,3,5:00,6019,2,"Francisco Rivera",0,20,64,0,0,0,0,0:00,10,50,3,6,5,5,18,59,0,2,0,0,0,28,60,1,3,0,0:26,0,7,35,13,17,4,4,20,50,0,2,4,4
2193,3,5:00,6021,3,"Francisco Rivera",0,16,44,0,0,0,0,0:01,13,41,1,1,0,0,13,40,0,0,1,2,0,98,127,1,2,0,4:06,0,9,30,6,7,1,1,6,27,1,1,9,10
2194,3,5:00,11288,1,"Fredy Serrano",0,16,32,2,3,0,0,1:18,6,21,6,6,0,1,10,24,2,4,0,0,1,13,23,0,1,0,0:27,0,5,12,3,4,3,5,10,17,1,3,0,1
2194,3,5:00,11290,2,"Fredy Serrano",0,30,49,2,6,0,0,2:24,8,19,0,0,0,1,6,17,0,1,2,2,0,11,22,0,0,0,0:00,0,4,12,1,1,1,2,4,12,0,0,2,3
2194,3,5:00,11292,3,"Fredy Serrano",0,21,35,1,5,0,0,1:17,0,10,2,2,0,0,2,11,0,1,0,0,0,21,31,0,0,0,0:58,0,6,14,4,4,4,4,7,11,7,9,0,2
2195,2,0:40,3674,1,"Ed Herman",0,31,57,1,1,0,0,0:25,15,40,4,5,2,2,16,37,5,10,0,0,0,64,114,0,0,0,0:54,0,31,71,14,22,9,11,45,93,9,11,0,0
2195,2,0:40,3676,2,"Ed Herman",0,5,8,0,0,0,0,0:00,5,7,0,1,0,0,4,6,1,2,0,0,1,6,14,0,0,0,0:01,0,4,9,1,4,1,1,5,13,1,1,0,0
2196,3,5:00,543,1,"Ross Pearson",0,13,44,1,1,0,0,0:24,0,23,6,12,6,8,12,43,0,0,0,0,0,33,78,0,0,0,0:06,0,18,59,8,10,6,8,26,68,5,5,1,4
2196,3,5:00,545,2,"Ross Pearson",0,18,39,1,1,0,0,0:06,6,22,6,9,6,8,17,37,1,2,0,0,1,61,102,1,1,0,0:30,0,35,70,7,8,3,4,30,56,3,5,12,21
2196,3,5:00,547,3,"Ross Pearson",0,22,56,0,0,0,0,0:00,8,34,7,14,7,8,22,56,0,0,0,0,0,36,97,0,0,0,0:00,0,31,90,3,5,2,2,36,97,0,0,0,0
2197,1,0:14,10604,1,"Damian Grabowski",0,2,4,0,0,0,0,0:00,1,3,0,0,0,0,0,2,1,1,0,0,1,11,18,0,0,0,0:02,0,8,15,1,1,0,0,3,6,6,10,0,0
2198,1,1:49,9458,1,"Hector Sandoval",0,8,16,0,0,0,1,0:07,3,11,1,1,1,1,5,11,0,2,0,0,0,12,17,3,5,1,1:05,0,3,7,0,0,1,1,4,8,0,0,0,0
2199,3,5:00,3996,1,"Bojan Velickovic",0,22,40,0,0,0,0,0:37,2,12,1,3,7,11,9,25,1,1,0,0,0,7,12,0,1,0,0:13,0,1,6,3,3,2,2,5,10,1,1,0,0
2199,3,5:00,3998,2,"Bojan Velickovic",0,12,14,0,0,0,0,0:04,0,0,0,0,1,2,1,2,0,0,0,0,0,17,21,2,2,0,4:34,0,3,5,0,0,0,0,0,1,0,0,3,4
2199,3,5:00,4000,3,"Bojan Velickovic",0,26,53,1,2,0,0,0:42,1,19,3,3,2,7,5,26,1,3,0,0,0,3,7,1,3,0,2:17,0,0,3,0,1,0,0,0,4,0,0,0,0
2200,1,2:27,7387,1,"Cesar Arzamendia",0,17,27,0,0,1,0,0:03,11,21,5,5,1,1,14,23,3,4,0,0,2,25,46,0,0,0,0:51,0,20,40,1,1,1,1,8,19,2,4,12,19
2201,5,5:00,196,1,"Jorge Masvidal",0,41,67,0,0,0,0,0:03,10,32,12,13,3,3,22,44,3,4,0,0,0,27,45,0,2,0,0:18,0,11,24,7,9,7,9,24,41,1,1,0,0
2201,5,5:00,198,2,"Jorge Masvidal",0,36,59,0,1,0,0,0:34,5,21,7,8,0,0,6,20,6,9,0,0,0,37,52,0,1,0,1:06,0,13,23,5,9,7,8,12,24,13,16,0,0
2201,5,5:00,200,3,"Jorge Masvidal",0,46,69,0,1,0,0,0:17,9,28,8,9,0,1,13,33,4,5,0,0,0,22,36,0,1,0,1:22,0,9,20,8,11,1,1,15,29,3,3,0,0
2201,5,5:00,202,4,"Jorge Masvidal",0,61,78,1,2,0,0,1:24,8,22,4,5,1,1,5,16,7,11,1,1,0,29,40,1,3,0,1:36,0,6,16,2,2,1,1,6,16,3,3,0,0
2201,5,5:00,204,5,"Jorge Masvidal",0,33,36,0,1,1,0,1:31,6,9,4,4,0,0,5,7,4,5,1,1,0,23,28,2,5,0,2:30,0,3,4,2,3,4,6,4,6,3,5,2,2
2202,1,3:11,1820,1,"Dominic Waters",0,0,0,0,0,0,0,0:53,0,0,0,0,0,0,0,0,0,0,0,0,0,91,95,1,2,0,2:00,0,5,7,1,1,0,0,0,1,1,1,5,6
2203,3,5:00,3767,1,"Yoshihiro Akiyama",0,18,37,0,0,0,0,0:02,6,20,0,1,12,16,18,37,0,0,0,0,0,17,46,1,2,0,0:08,0,5,31,2,2,10,13,17,46,0,0,0,0
2203,3,5:00,3769,2,"Yoshihiro Akiyama",0,16,36,0,1,0,0,0:07,7,24,1,1,8,10,16,35,0,0,0,0,1,44,79,1,6,0,0:17,0,28,55,3,5,5,5,25,46,8,15,3,4
2203,3,5:00,3771,3,"Yoshihiro Akiyama",0,58,90,0,0,0,0,1:14,40,66,1,1,3,3,32,57,1,1,11,12,0,23,55,0,7,0,0:12,0,13,39,0,0,3,3,14,38,2,4,0,0
2204,1,1:33,5698,1,"Sam Sicilia",0,8,19,0,1,0,0,0:00,6,16,0,1,2,2,8,19,0,0,0,0,1,18,26,0,0,0,0:07,0,17,25,1,1,0,0,13,20,1,1,4,5
2205,2,1:50,8008,1,"Jake Collier",1,27,44,0,1,0,0,1:47,7,19,9,13,4,5,18,34,2,3,0,0,0,27,36,1,5,0,0:42,0,13,21,4,4,1,1,13,19,1,1,4,6
2205,2,1:50,8010,2,"Jake Collier",0,2,4,0,0,0,0,0:00,1,3,0,0,1,1,2,4,0,0,0,0,0,27,40,0,1,0,1:15,0,10,15,1,1,0,0,2,3,1,1,8,12
2206,3,5:00,5941,1,"Yui Chul Nam",0,41,66,0,7,0,0,2:08,13,30,14,21,0,0,6,20,21,31,0,0,0,60,81,0,2,0,1:58,0,15,32,4,4,1,1,11,24,9,13,0,0
2206,3,5:00,5943,2,"Yui Chul Nam",0,37,52,0,7,0,0,2:02,9,22,5,5,0,0,9,22,5,5,0,0,0,30,47,0,0,0,1:24,0,9,24,2,2,1,1,2,13,4,8,6,6
2206,3,5:00,5945,3,"Yui Chul Nam",0,19,49,1,7,0,0,0:57,7,32,5,10,0,0,10,40,2,2,0,0,0,17,33,0,0,0,0:35,0,13,28,2,3,0,0,14,30,1,1,0,0
2207,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,24,51,0,0,1,0:07,0,22,48,1,2,1,1,14,36,2,7,8,8
2207,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,20,37,0,0,0,0:08,1,16,32,2,2,0,0,17,30,0,2,1,2
2207,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24,36,1,1,1,0:10,0,12,24,0,0,0,0,10,21,2,2,0,1
2208,3,5:00,12202,1,"Cortney Casey",0,40,101,0,0,0,0,0:02,21,78,2,4,15,17,32,90,6,9,0,0,0,18,47,0,0,0,0:00,0,14,39,1,3,1,1,13,37,3,6,0,0
2208,3,5:00,12204,2,"Cortney Casey",0,15,64,0,0,0,0,0:00,11,50,2,12,2,2,14,60,1,4,0,0,0,28,63,0,0,0,0:17,0,14,38,4,13,6,8,22,51,2,8,0,0
2208,3,5:00,12206,3,"Cortney Casey",0,25,64,0,0,0,0,0:19,19,54,4,8,2,2,14,50,11,14,0,0,0,37,78,0,2,0,1:46,0,15,47,9,18,7,7,26,59,5,13,0,0
2209,1,0:44,11221,1,"Yao Zhikui",0,1,6,0,0,0,0,0:02,1,5,0,1,0,0,0,4,1,2,0,0,0,7,11,1,2,0,0:04,0,1,2,0,1,2,2,2,3,1,2,0,0
2210,3,5:00,11075,1,"Ning Guangyou",0,3,12,0,0,0,0,0:00,0,6,2,4,1,2,3,12,0,0,0,0,0,6,20,1,1,0,0:02,0,0,11,3,5,3,4,6,20,0,0,0,0
2210,3,5:00,11077,2,"Ning Guangyou",0,24,42,0,1,0,0,2:04,5,15,1,1,3,5,6,17,0,0,3,4,0,8,25,0,0,0,0:00,0,2,15,1,3,1,1,2,16,1,1,1,2
2210,3,5:00,11079,3,"Ning Guangyou",0,40,57,0,1,0,0,1:45,6,22,2,3,3,3,5,21,6,7,0,0,0,30,63,0,0,0,0:00,0,11,39,8,11,1,1,10,36,10,15,0,0
2211,3,0:27,3176,1,"Dong Hyun Ma",0,39,60,0,1,0,0,0:52,7,22,7,10,1,1,8,19,7,14,0,0,1,29,47,1,1,0,1:58,0,12,26,1,3,0,0,4,12,8,13,1,4
2211,3,0:27,3178,2,"Dong Hyun Ma",0,12,18,0,2,0,0,0:24,0,3,3,5,0,0,1,4,2,4,0,0,0,52,62,2,2,0,4:11,0,20,27,0,0,0,0,2,4,1,1,17,22
2211,3,0:27,3180,3,"Dong Hyun Ma",0,1,1,0,0,0,0,0:00,1,1,0,0,0,0,1,1,0,0,0,0,0,3,5,1,1,0,0:03,0,3,5,0,0,0,0,0,1,0,0,3,4
2212,1,4:07,4732,1,"Derek Brunson",0,25,48,0,3,0,0,1:12,18,41,1,1,0,0,9,25,10,17,0,0,1,35,60,0,0,0,0:07,0,30,55,2,2,1,1,20,39,7,10,6,9
2213,3,5:00,899,1,"Jake Matthews",0,10,21,0,0,0,0,0:25,6,13,2,6,2,2,8,17,2,4,0,0,0,36,44,2,2,1,2:06,0,5,10,6,7,1,1,4,10,8,8,0,0
2213,3,5:00,901,2,"Jake Matthews",0,11,24,2,2,0,0,2:23,4,16,3,3,0,0,5,15,2,4,0,0,0,12,18,0,0,2,0:47,0,4,9,3,3,0,1,2,7,5,6,0,0
2213,3,5:00,903,3,"Jake Matthews",0,8,25,1,1,0,0,2:31,4,21,1,1,0,0,4,17,0,1,1,4,0,32,44,0,0,0,0:00,0,7,17,2,3,2,2,6,14,2,5,3,3
2214,3,5:00,4265,1,"Kyle Noke",0,9,15,0,0,0,0,0:00,1,6,1,1,0,1,2,8,0,0,0,0,0,32,45,1,1,0,3:48,0,14,24,0,1,1,1,4,12,0,0,11,14
2214,3,5:00,4267,2,"Kyle Noke",0,23,34,0,0,0,0,0:00,2,9,1,1,6,8,9,18,0,0,0,0,0,17,40,1,1,0,1:55,0,4,22,0,1,0,1,3,23,0,0,1,1
2214,3,5:00,4269,3,"Kyle Noke",0,12,32,0,0,0,0,0:00,1,15,0,2,4,8,5,24,0,1,0,0,0,8,28,1,2,0,0:44,0,3,21,0,1,1,2,3,22,0,0,1,2
2215,2,2:06,7307,1,"Yusuke Kasuya",0,6,9,1,2,0,1,1:39,1,2,2,4,0,0,2,4,1,2,0,0,0,22,34,2,2,0,2:35,1,17,27,2,3,0,1,1,5,3,3,15,23
2215,2,2:06,7309,2,"Yusuke Kasuya",0,1,4,0,0,0,0,0:00,1,4,0,0,0,0,1,4,0,0,0,0,0,33,47,1,1,0,1:46,0,30,44,0,0,1,1,1,2,0,0,30,43
2216,1,4:07,9605,1,"Khalil Rountree Jr.",1,10,14,0,0,0,0,0:00,3,7,0,0,0,0,3,6,0,0,0,1,0,15,21,2,2,1,3:09,0,0,0,1,1,3,6,4,7,0,0,0,0
2217,3,5:00,12495,1,"Seohee Ham",0,11,29,0,0,0,0,0:00,9,26,2,3,0,0,11,29,0,0,0,0,0,9,48,0,0,0,0:00,0,5,43,3,3,1,2,9,48,0,0,0,0
2217,3,5:00,12497,2,"Seohee Ham",0,10,34,0,0,0,0,0:07,8,32,1,1,0,0,9,33,0,0,0,0,0,13,49,0,1,0,0:00,0,10,45,1,2,2,2,13,49,0,0,0,0
2217,3,5:00,12499,3,"Seohee Ham",0,11,41,0,1,0,0,0:01,7,35,3,5,1,1,11,41,0,0,0,0,0,23,65,0,1,0,0:00,0,22,62,1,3,0,0,23,65,0,0,0,0
2218,3,5:00,3448,1,"Chris Camozzi",0,34,62,0,0,0,0,0:00,25,53,4,4,4,4,31,59,2,2,0,0,0,24,53,2,2,0,0:45,0,16,44,0,1,0,0,15,44,1,1,0,0
2218,3,5:00,3450,2,"Chris Camozzi",0,9,20,0,0,0,0,0:00,2,11,0,0,0,0,2,11,0,0,0,0,0,31,45,1,1,0,4:13,0,7,16,2,2,0,0,4,12,1,1,4,5
2218,3,5:00,3452,3,"Chris Camozzi",0,23,45,0,0,0,0,0:00,21,43,0,0,0,0,21,42,0,1,0,0,0,29,59,1,1,0,1:46,0,13,38,0,0,1,1,13,38,0,0,1,1
2219,3,5:00,948,1,"Jon Tuck",1,44,55,0,1,0,0,3:40,10,18,1,2,0,1,2,7,1,2,8,12,0,8,24,0,0,1,0:00,0,2,17,0,1,0,0,2,16,0,2,0,0
2219,3,5:00,950,2,"Jon Tuck",0,13,28,0,0,0,0,0:00,5,19,2,3,6,6,13,28,0,0,0,0,0,15,49,0,0,0,0:00,0,10,37,0,5,5,7,15,49,0,0,0,0
2219,3,5:00,952,3,"Jon Tuck",0,16,39,0,0,0,0,0:07,9,29,4,6,2,3,13,34,2,2,0,2,0,17,63,0,1,0,0:00,0,10,49,3,10,4,4,14,59,3,4,0,0
2220,3,5:00,5265,1,"Richard Walsh",0,7,32,0,0,0,0,0:00,1,21,1,2,5,9,7,30,0,2,0,0,0,27,51,1,1,0,0:27,0,7,26,2,2,13,18,18,42,3,3,1,1
2220,3,5:00,5267,2,"Richard Walsh",0,7,37,0,3,0,0,0:26,1,30,2,3,1,1,2,30,2,4,0,0,0,43,79,0,1,0,0:09,0,19,49,9,12,6,9,26,60,8,10,0,0
2220,3,5:00,5269,3,"Richard Walsh",0,19,37,2,5,1,0,2:27,5,18,2,4,0,0,3,13,2,4,2,5,0,35,56,0,1,0,0:44,0,13,25,3,8,2,6,13,29,5,10,0,0
2221,3,5:00,11264,1,"Geane Herrera",0,7,37,0,2,0,0,0:32,4,34,3,3,0,0,7,34,0,3,0,0,1,43,83,0,1,0,0:02,0,25,62,8,11,6,6,30,69,9,9,0,1
2221,3,5:00,11266,2,"Geane Herrera",0,8,34,1,1,0,0,0:06,7,33,1,1,0,0,8,33,0,1,0,0,0,39,88,0,0,0,0:00,0,28,72,5,9,3,4,33,81,3,4,0,0
2221,3,5:00,11268,3,"Geane Herrera",0,7,36,0,2,0,0,0:00,5,31,0,1,2,4,7,36,0,0,0,0,0,30,91,0,0,0,0:00,0,22,78,5,9,3,4,30,91,0,0,0,0
2222,3,5:00,1111,1,"Dan Hooker",0,24,35,0,0,0,1,0:34,15,22,0,0,2,6,17,28,0,0,0,0,0,15,60,2,2,1,1:03,0,11,54,3,5,0,0,12,56,0,1,2,2
2222,3,5:00,1113,2,"Dan Hooker",0,8,19,0,0,0,0,0:00,4,12,1,2,1,3,6,17,0,0,0,0,0,26,46,2,3,3,3:21,0,6,24,1,1,0,0,6,23,0,1,1,1
2222,3,5:00,1115,3,"Dan Hooker",0,26,57,0,0,0,0,0:09,24,52,0,3,0,0,24,53,0,1,0,1,0,39,102,0,8,0,0:29,0,33,94,4,5,1,2,37,99,1,2,0,0
2223,3,5:00,11070,1,"Ning Guangyou",0,7,21,0,0,0,0,0:00,0,8,2,2,3,6,5,16,0,0,0,0,0,10,22,1,1,2,1:41,0,0,4,1,2,2,4,2,9,1,1,0,0
2223,3,5:00,11072,2,"Ning Guangyou",0,43,70,0,0,0,0,2:22,14,29,1,2,12,16,12,25,0,0,15,22,0,7,15,0,2,0,0:12,0,2,9,2,3,2,2,6,14,0,0,0,0
2223,3,5:00,11074,3,"Ning Guangyou",0,16,46,0,1,0,0,0:26,9,30,2,4,3,10,13,41,1,3,0,0,1,29,50,0,0,0,0:50,0,18,31,5,11,4,6,15,32,1,2,11,14
2224,3,5:00,11215,1,"Yao Zhikui",0,10,44,0,1,0,0,0:00,4,34,1,2,5,8,10,44,0,0,0,0,1,20,41,1,1,0,0:08,0,18,36,2,5,0,0,20,41,0,0,0,0
2224,3,5:00,11217,2,"Yao Zhikui",0,17,37,1,4,0,0,1:55,9,27,2,4,2,2,4,20,1,1,8,12,1,28,45,0,0,1,0:43,0,13,26,1,2,0,0,11,22,0,0,3,6
2224,3,5:00,11219,3,"Yao Zhikui",0,6,47,0,1,0,0,0:00,2,40,1,1,3,6,6,47,0,0,0,0,0,22,40,0,0,0,0:00,0,22,40,0,0,0,0,22,40,0,0,0,0
2225,5,5:00,777,1,"Rory MacDonald",0,4,13,0,0,0,0,0:00,3,12,1,1,0,0,2,11,2,2,0,0,0,11,23,0,0,0,0:36,0,3,12,5,7,1,2,5,16,4,5,0,0
2225,5,5:00,779,2,"Rory MacDonald",0,6,24,0,1,0,0,0:08,4,20,1,3,1,1,4,21,2,3,0,0,0,14,41,0,0,0,0:00,0,4,30,4,5,5,5,13,40,0,0,0,0
2225,5,5:00,781,3,"Rory MacDonald",0,17,37,0,0,0,0,0:00,15,34,2,3,0,0,12,31,2,2,3,4,0,26,49,0,0,0,0:22,0,18,40,4,5,3,3,22,44,1,2,2,2
2225,5,5:00,783,4,"Rory MacDonald",0,15,38,0,0,0,0,0:00,12,35,2,2,0,0,11,33,3,4,0,0,0,30,74,0,0,0,0:00,0,16,55,8,12,5,5,26,67,3,5,0,0
2225,5,5:00,785,5,"Rory MacDonald",0,20,41,0,1,0,0,0:00,16,36,4,5,0,0,18,39,2,2,0,0,0,43,87,0,0,0,0:50,0,30,71,2,5,2,2,31,75,0,0,3,3
2226,3,2:35,2364,1,"Patrick Cote",0,17,29,0,0,0,0,0:00,1,4,1,2,4,5,6,11,0,0,0,0,0,23,27,2,2,1,4:01,0,2,4,2,2,2,2,2,4,0,0,4,4
2226,3,2:35,2366,2,"Patrick Cote",0,27,50,0,1,0,0,0:00,11,30,9,12,7,8,27,49,0,1,0,0,1,49,82,0,1,0,0:17,0,27,57,10,12,10,11,34,60,5,10,8,10
2226,3,2:35,2368,3,"Patrick Cote",0,13,32,0,1,0,0,0:00,5,20,7,11,1,1,12,31,1,1,0,0,2,20,31,0,0,0,0:25,0,13,22,2,4,5,5,12,22,3,3,5,6
2227,3,5:00,7748,1,"Sean O'Connell",1,48,88,0,0,0,0,1:46,25,63,6,7,1,2,20,52,6,8,6,12,0,39,58,0,1,0,0:16,0,15,34,8,8,3,3,18,37,8,8,0,0
2227,3,5:00,7750,2,"Sean O'Connell",0,29,37,0,2,0,0,1:03,6,14,4,4,2,2,7,12,2,3,3,5,0,53,81,1,2,0,2:26,0,35,58,3,4,1,2,11,18,6,9,22,37
2227,3,5:00,7752,3,"Sean O'Connell",0,47,84,0,1,0,0,0:23,32,66,7,8,1,1,37,71,3,4,0,0,0,28,63,0,0,0,0:00,0,26,58,1,2,1,3,27,62,1,1,0,0
2228,3,2:28,4632,1,"Thibault Gouti",0,35,58,0,0,0,1,0:27,19,42,2,2,1,1,12,31,3,6,7,8,0,23,36,1,3,0,2:16,0,14,25,3,3,0,0,10,19,0,2,7,7
2228,3,2:28,4634,2,"Thibault Gouti",0,28,45,0,0,0,0,0:00,5,18,1,3,1,1,2,15,1,3,4,4,0,40,46,1,4,0,3:06,0,21,27,3,3,0,0,11,15,1,1,12,14
2228,3,2:28,4636,3,"Thibault Gouti",0,0,2,0,0,0,0,0:00,0,2,0,0,0,0,0,2,0,0,0,0,0,11,13,1,1,1,2:12,0,3,3,0,0,0,0,1,1,0,0,2,2
2229,3,2:44,12315,1,"Valerie Letourneau",0,34,52,0,0,0,0,0:32,18,31,6,8,3,4,19,34,8,9,0,0,1,51,83,1,1,0,2:05,0,23,47,6,10,10,14,26,48,4,6,9,17
2229,3,2:44,12317,2,"Valerie Letourneau",0,35,66,0,0,0,0,0:00,20,47,4,4,5,7,25,53,1,2,3,3,0,50,94,2,3,0,1:52,0,16,47,9,17,13,14,37,76,1,2,0,0
2229,3,2:44,12319,3,"Valerie Letourneau",0,26,44,0,0,0,0,0:03,12,29,9,9,3,4,14,31,10,11,0,0,1,41,62,0,2,0,0:19,0,19,33,4,8,15,18,33,52,5,7,0,0
2230,3,5:00,1336,1,"Leandro Silva",0,5,13,0,0,0,0,0:00,3,8,1,3,0,1,4,12,0,0,0,0,0,26,41,1,1,0,2:41,0,7,16,0,2,4,7,4,17,0,1,7,7
2230,3,5:00,1338,2,"Leandro Silva",0,21,40,1,2,0,0,0:43,10,28,2,3,6,6,17,35,1,2,0,0,0,17,41,0,0,0,0:19,0,8,26,2,5,3,6,9,33,0,0,4,4
2230,3,5:00,1340,3,"Leandro Silva",0,35,62,1,1,0,0,0:30,18,41,3,4,4,5,19,40,1,1,5,9,0,32,78,0,1,0,0:21,0,14,52,4,10,6,8,24,68,0,1,0,1
2231,3,1:22,9710,1,"Ion Cutelaba",0,10,58,0,0,0,0,0:09,6,50,3,7,1,1,8,55,1,2,1,1,0,22,42,0,2,0,0:00,0,17,34,4,7,0,0,18,36,3,5,0,0
2231,3,1:22,9712,2,"Ion Cutelaba",0,12,47,0,1,0,0,0:00,5,34,4,10,2,2,9,44,2,2,0,0,0,28,53,0,0,0,0:38,0,16,36,2,7,1,1,13,36,6,8,0,0
2231,3,1:22,9714,3,"Ion Cutelaba",0,3,11,0,0,0,0,0:00,1,9,0,0,2,2,3,11,0,0,0,0,0,5,11,1,1,1,0:35,0,3,8,1,1,0,0,4,9,0,0,0,0
2232,1,0:59,5575,1,"Tamdan McCrory",0,2,6,0,0,0,0,0:00,1,5,1,1,0,0,2,6,0,0,0,0,1,4,10,0,0,0,0:01,0,4,8,0,0,0,2,2,8,0,0,2,2
2233,3,3:39,9381,1,"Chris Beal",0,22,67,0,0,0,0,0:02,20,63,2,4,0,0,22,67,0,0,0,0,0,11,41,0,3,0,0:00,0,8,33,0,0,3,8,11,41,0,0,0,0
2233,3,3:39,9383,2,"Chris Beal",0,30,79,0,0,0,0,0:09,25,74,4,4,0,0,29,78,0,0,0,0,0,36,70,0,1,1,1:15,0,18,50,3,3,2,3,18,51,0,0,5,5
2233,3,3:39,9385,3,"Chris Beal",0,26,65,0,0,0,0,0:00,23,60,2,4,0,0,25,64,0,0,0,0,0,16,42,1,3,1,0:53,0,11,36,0,0,2,3,13,39,0,0,0,0
2234,3,5:00,4950,1,"Sam Alvey",0,3,9,0,0,0,0,0:00,1,6,2,2,0,1,3,9,0,0,0,0,0,14,59,0,0,0,0:00,0,0,21,5,21,9,17,14,59,0,0,0,0
2234,3,5:00,4952,2,"Sam Alvey",0,13,24,0,0,0,0,1:04,2,6,5,5,2,6,5,11,4,6,0,0,0,50,76,0,2,0,0:55,0,6,18,5,18,2,2,6,30,7,8,0,0
2234,3,5:00,4954,3,"Sam Alvey",0,14,21,0,0,0,0,0:30,2,7,3,3,7,7,7,12,5,5,0,0,0,23,59,0,2,0,0:43,0,2,9,6,26,2,9,8,41,2,3,0,0
2235,3,5:00,12522,1,"Jocelyn Jones-Lybarger",0,34,58,1,1,0,0,1:17,14,36,3,5,3,3,16,40,4,4,0,0,0,52,95,0,1,1,1:27,0,25,56,2,2,1,2,9,38,11,11,8,11
2235,3,5:00,12524,2,"Jocelyn Jones-Lybarger",0,33,100,0,0,0,0,0:13,25,89,2,3,6,8,33,99,0,1,0,0,0,34,99,0,3,0,0:00,0,26,88,4,5,1,3,31,94,0,2,0,0
2235,3,5:00,12526,3,"Jocelyn Jones-Lybarger",0,29,94,0,0,0,0,0:20,21,83,0,3,5,5,26,91,0,0,0,0,0,30,90,1,2,0,0:32,0,26,84,0,2,1,1,25,82,2,5,0,0
2236,3,0:54,1952,1,"Jonathan Meunier",0,19,25,0,0,0,0,0:00,1,3,0,1,2,2,2,4,0,0,1,2,0,36,49,3,7,0,4:11,0,7,12,0,1,0,0,0,3,0,0,7,10
2236,3,0:54,1954,2,"Jonathan Meunier",0,18,22,0,0,0,0,0:00,9,11,0,0,2,2,2,2,0,0,9,11,0,37,51,1,1,0,4:33,0,6,13,1,1,0,0,1,2,0,0,6,12
2236,3,0:54,1956,3,"Jonathan Meunier",0,3,5,0,0,0,0,0:00,0,2,0,0,2,2,2,4,0,0,0,0,1,5,7,1,1,1,0:25,0,4,6,1,1,0,0,2,2,0,0,3,5
