fight_id,ending_round,ending_time,unique_round_id,round_number,fighter_name,fighter_knockdowns,fighter_total_strikes_landed,fighter_total_strikes_attempted,fighter_takedowns,fighter_takedowns_attempted,fighter_submission_attempts,fighter_reversals,fighter_control_time,fighter_significant_strikes_head_landed,fighter_significant_strikes_head_attempted,fighter_significant_strikes_body_landed,fighter_significant_strikes_body_attempted,fighter_significant_strikes_leg_landed,fighter_significant_strikes_leg_attempted,fighter_significant_strikes_standing_landed,fighter_significant_strikes_standing_attempted,fighter_significant_strikes_clinch_landed,fighter_significant_strikes_clinch_attempted,fighter_significant_strikes_ground_landed,fighter_significant_strikes_ground_attempted,opponent_knockdowns,opponent_total_strikes_landed,opponent_total_strikes_attempted,opponent_takedowns,opponent_takedowns_attempted,opponent_submission_attempts,opponent_control_time,opponent_reversals,opponent_significant_strikes_head_landed,opponent_significant_strikes_head_attempted,opponent_significant_strikes_body_landed,opponent_significant_strikes_body_attempted,opponent_significant_strikes_leg_landed,opponent_significant_strikes_leg_attempted,opponent_significant_strikes_standing_landed,opponent_significant_strikes_standing_attempted,opponent_significant_strikes_clinch_landed,opponent_significant_strikes_clinch_attempted,opponent_significant_strikes_ground_landed,opponent_significant_strikes_ground_attempted
1,2,3:33,1350,1,"Israel Adesanya",1,20,44,0,0,0,0,0:01,14,38,4,4,2,2,20,44,0,0,0,0,0,17,66,0,0,0,0:00,0,6,49,3,5,8,12,17,66,0,0,0,0
1,2,3:33,1352,2,"Israel Adesanya",1,20,51,0,0,0,0,0:03,13,42,2,4,5,5,17,47,0,0,3,4,0,15,50,0,0,0,0:00,0,14,48,0,0,1,2,15,50,0,0,0,0
2,3,5:00,248,1,"Dan Hooker",0,44,69,0,1,0,0,1:28,25,49,0,0,13,14,23,48,0,0,15,15,0,5,23,0,0,0,0:14,0,4,22,1,1,0,0,5,23,0,0,0,0
2,3,5:00,250,2,"Dan Hooker",1,27,63,0,0,0,0,1:01,18,51,3,5,6,7,20,53,0,0,7,10,0,16,40,0,2,0,0:10,0,7,28,3,5,5,6,15,39,0,0,0,0
2,3,5:00,252,3,"Dan Hooker",0,33,81,0,0,0,0,0:00,25,68,4,8,4,5,33,81,0,0,0,0,0,17,54,0,1,0,0:00,0,10,43,3,5,4,6,17,54,0,0,0,0
3,2,3:14,10434,1,"Serghei Spivac",0,21,31,4,5,0,0,2:25,9,19,1,1,0,0,5,15,0,0,5,5,0,14,38,0,0,0,0:05,0,4,24,1,4,8,9,12,29,1,6,0,2
3,2,3:14,10436,2,"Serghei Spivac",0,19,29,2,3,1,0,1:56,13,22,0,0,0,0,3,12,1,1,9,9,0,8,13,0,0,0,0:00,0,4,8,3,4,1,1,5,10,3,3,0,0
4,3,5:00,7356,1,"Dhiego Lima",0,9,37,0,0,0,0,0:00,2,18,1,9,6,10,9,37,0,0,0,0,0,7,28,0,0,0,0:00,0,3,24,0,0,4,4,7,28,0,0,0,0
4,3,5:00,7358,2,"Dhiego Lima",0,25,50,2,3,0,0,1:57,5,26,0,1,4,5,7,26,0,0,2,6,0,7,28,0,0,0,0:00,0,7,25,0,3,0,0,7,28,0,0,0,0
4,3,5:00,7360,3,"Dhiego Lima",0,15,37,0,3,0,0,0:43,8,28,1,2,5,6,14,36,0,0,0,0,0,10,39,0,0,0,0:00,0,7,36,1,1,2,2,10,39,0,0,0,0
5,1,2:10,12116,1,"Yorgan De Castro",1,6,14,0,0,0,0,0:12,2,10,2,2,0,0,4,8,0,4,0,0,0,17,20,0,0,0,1:09,0,5,8,1,1,0,0,2,3,4,6,0,0
6,3,5:00,3967,1,"Jake Matthews",0,15,39,0,0,0,0,0:00,4,20,5,12,6,7,15,39,0,0,0,0,0,5,33,0,0,0,0:00,0,5,29,0,4,0,0,5,33,0,0,0,0
6,3,5:00,3969,2,"Jake Matthews",0,18,48,0,0,0,0,0:00,4,30,6,10,8,8,17,47,1,1,0,0,0,5,42,0,0,0,0:00,0,1,36,3,5,1,1,5,40,0,2,0,0
6,3,5:00,3971,3,"Jake Matthews",0,28,49,0,2,0,0,0:49,11,26,9,13,6,7,21,41,5,5,0,0,0,5,35,0,0,0,0:03,0,2,29,3,6,0,0,1,31,4,4,0,0
7,3,5:00,10263,1,"Callan Potter",0,35,59,1,2,0,1,2:13,20,38,0,0,0,0,19,37,1,1,0,0,0,45,81,0,0,1,0:55,0,21,56,4,5,1,1,26,62,0,0,0,0
7,3,5:00,10265,2,"Callan Potter",0,49,82,0,0,0,0,2:14,19,43,2,3,2,2,20,45,3,3,0,0,0,45,91,0,1,0,0:14,0,24,69,3,4,0,0,27,73,0,0,0,0
7,3,5:00,10267,3,"Callan Potter",0,43,57,2,2,0,0,3:58,5,10,0,0,0,0,2,7,0,0,3,3,0,13,26,0,1,0,0:25,1,4,17,2,2,1,1,7,20,0,0,0,0
8,3,5:00,7343,1,"Brad Riddell",0,13,35,0,0,0,0,0:00,6,25,3,5,4,5,13,35,0,0,0,0,0,14,39,0,1,0,0:54,0,8,32,1,1,4,5,13,38,0,0,0,0
8,3,5:00,7345,2,"Brad Riddell",0,20,34,0,0,0,1,1:13,12,26,3,3,2,2,11,25,1,1,5,5,0,10,19,2,8,0,1:58,1,5,14,1,1,2,2,7,15,0,0,1,2
8,3,5:00,7347,3,"Brad Riddell",0,71,98,1,1,0,0,1:46,52,78,8,8,1,1,39,61,2,2,20,24,0,17,42,1,6,1,0:31,0,12,37,2,2,1,1,15,40,0,0,0,0
9,1,3:57,13521,1,"Megan Anderson",0,22,33,1,2,1,0,3:23,10,17,0,1,0,0,0,4,0,1,10,13,0,32,45,0,0,0,0:23,1,2,5,0,0,0,0,2,5,0,0,0,0
10,2,4:59,13012,1,"Ji Yeon Kim",0,22,59,0,0,0,0,0:07,17,45,3,8,0,1,19,49,0,1,1,4,0,28,61,1,2,0,1:03,0,6,28,12,22,2,3,17,45,2,4,1,4
10,2,4:59,13014,2,"Ji Yeon Kim",1,61,126,0,0,0,0,0:03,47,106,9,11,4,8,55,118,5,7,0,0,0,25,78,0,0,0,0:00,0,3,39,19,34,3,5,23,74,2,4,0,0
11,3,3:00,12095,1,"Khalid Taha",1,24,55,0,1,0,0,0:00,8,31,3,8,1,4,12,43,0,0,0,0,0,26,39,0,4,0,1:13,0,2,12,4,6,3,4,8,21,1,1,0,0
11,3,3:00,12097,2,"Khalid Taha",0,15,28,0,0,0,0,0:00,6,16,0,2,2,2,4,11,2,3,2,6,0,23,42,1,3,0,4:16,0,7,17,4,5,0,1,2,5,0,0,9,18
11,3,3:00,12099,3,"Khalid Taha",0,35,44,0,0,1,0,0:39,15,22,1,1,2,2,3,8,4,4,11,13,0,2,7,1,4,0,1:30,0,0,4,0,0,0,1,0,5,0,0,0,0
12,3,3:54,1361,1,"Demian Maia",0,31,57,0,0,0,0,0:00,16,36,12,18,0,0,18,41,10,13,0,0,0,44,62,1,2,0,0:46,0,21,39,2,2,4,4,17,35,8,8,2,2
12,3,3:54,1363,2,"Demian Maia",0,31,52,0,0,0,1,0:39,15,33,8,11,0,0,19,40,3,3,1,1,0,31,62,1,1,0,0:34,1,21,50,0,2,1,1,18,47,2,4,2,2
12,3,3:54,1365,3,"Demian Maia",0,22,28,0,0,1,1,0:51,13,19,5,5,0,0,12,18,4,4,2,2,0,27,44,2,4,0,0:34,0,12,27,2,2,0,0,11,26,1,1,2,2
13,3,5:00,1032,1,"Stevie Ray",0,25,56,0,1,0,0,0:00,11,39,2,2,11,14,24,55,0,0,0,0,0,27,59,0,0,0,0:00,0,14,44,7,9,6,6,26,58,1,1,0,0
13,3,5:00,1034,2,"Stevie Ray",0,24,62,0,1,0,0,0:00,16,51,1,1,7,10,24,62,0,0,0,0,0,37,84,0,0,0,0:00,0,21,64,10,14,6,6,37,84,0,0,0,0
13,3,5:00,1036,3,"Stevie Ray",0,55,89,1,2,0,0,2:54,32,66,1,1,4,4,9,25,0,0,28,46,0,17,33,0,0,0,0:00,0,11,26,2,3,1,1,14,30,0,0,0,0
14,1,2:02,964,1,"Beneil Dariush",0,14,19,2,2,1,0,0:45,8,13,3,3,2,2,11,16,2,2,0,0,0,3,9,0,0,0,0:00,0,1,7,2,2,0,0,2,8,1,1,0,0
15,3,4:46,12125,1,"Ciryl Gane",1,40,79,0,0,0,0,0:07,25,60,8,11,6,7,27,55,8,13,4,10,0,15,52,0,0,0,0:00,0,6,39,3,4,6,9,14,51,1,1,0,0
15,3,4:46,12127,2,"Ciryl Gane",0,20,37,2,2,0,0,1:11,8,19,7,12,3,4,16,33,2,2,0,0,0,15,45,0,0,0,0:00,0,3,24,2,4,5,10,9,37,1,1,0,0
15,3,4:46,12129,3,"Ciryl Gane",0,39,57,1,1,1,0,0:59,17,33,15,17,5,5,25,40,12,14,0,1,0,10,35,0,0,0,0:02,0,5,27,0,1,2,3,7,30,0,1,0,0
16,3,5:00,3679,1,"Muslim Salikhov",0,8,21,0,0,0,0,0:00,2,14,3,4,3,3,8,21,0,0,0,0,0,6,25,0,0,0,0:00,0,3,19,3,6,0,0,6,25,0,0,0,0
16,3,5:00,3681,2,"Muslim Salikhov",0,34,62,2,2,0,0,0:04,24,50,7,9,2,2,20,39,10,17,3,5,0,10,40,0,1,0,0:00,0,5,32,2,5,2,2,8,38,1,1,0,0
16,3,5:00,3683,3,"Muslim Salikhov",0,22,50,1,3,0,0,0:26,15,41,5,7,2,2,21,49,1,1,0,0,0,32,79,0,2,0,0:00,0,18,59,8,14,1,1,26,72,1,2,0,0
17,3,5:00,12847,1,"Randa Markos",0,9,11,0,1,0,0,1:28,4,6,2,2,2,2,5,7,3,3,0,0,0,22,27,1,3,0,2:41,0,7,10,4,5,0,1,4,7,1,3,6,6
17,3,5:00,12849,2,"Randa Markos",0,54,71,0,0,0,1,1:31,31,45,5,6,3,3,14,22,15,18,10,14,0,41,61,1,2,0,1:32,0,15,30,2,4,2,2,8,20,2,5,9,11
17,3,5:00,12851,3,"Randa Markos",0,31,76,0,0,0,0,0:06,23,65,3,5,5,6,23,64,8,12,0,0,0,19,60,0,1,0,1:24,1,8,44,5,7,1,4,12,53,2,2,0,0
18,3,5:00,1094,1,"Rafael Fiziev",0,26,48,0,0,0,0,0:31,20,38,0,3,6,7,18,37,8,11,0,0,0,15,39,0,3,0,0:14,0,11,30,2,6,1,2,11,33,3,5,0,0
18,3,5:00,1096,2,"Rafael Fiziev",0,20,44,0,0,0,0,0:12,7,22,10,18,2,3,15,35,4,8,0,0,0,14,38,0,3,0,0:40,0,8,28,4,7,2,2,10,30,4,7,0,0
18,3,5:00,1098,3,"Rafael Fiziev",0,27,46,1,1,0,0,0:51,13,26,2,5,6,9,19,37,2,3,0,0,0,37,69,0,5,0,0:07,0,18,44,9,14,0,0,15,44,11,13,1,1
19,3,5:00,8952,1,"Movsar Evloev",0,22,81,2,2,0,0,1:11,14,66,0,1,2,4,15,65,0,4,1,2,0,21,63,0,0,0,0:00,0,10,49,5,6,5,7,18,60,2,2,0,0
19,3,5:00,8954,2,"Movsar Evloev",0,25,74,2,5,0,0,0:56,21,69,2,2,1,2,21,69,3,4,0,0,0,31,85,1,2,0,0:36,0,18,68,8,11,2,3,20,67,1,1,7,14
19,3,5:00,8956,3,"Movsar Evloev",0,31,89,0,4,0,0,0:05,28,85,1,2,2,2,30,87,1,2,0,0,0,31,91,0,3,0,0:02,0,20,72,8,14,2,4,26,85,3,4,1,1
20,1,2:11,10508,1,"Sergei Pavlovich",1,21,38,0,0,0,0,0:14,20,36,0,1,0,0,7,17,5,8,8,12,0,8,22,0,0,0,0:00,0,1,11,1,2,6,9,8,22,0,0,0,0
21,3,5:00,12911,1,"Loma Lookboonmee",0,38,59,0,2,0,0,0:00,13,28,23,29,2,2,10,27,28,32,0,0,0,22,56,0,2,0,0:23,0,13,43,5,8,1,1,11,41,8,11,0,0
21,3,5:00,12913,2,"Loma Lookboonmee",0,34,47,1,3,0,0,0:14,10,19,13,17,7,7,15,24,15,19,0,0,0,26,56,0,0,0,0:18,0,15,42,7,8,1,3,12,39,11,14,0,0
21,3,5:00,12915,3,"Loma Lookboonmee",0,40,58,0,1,0,0,0:09,8,19,18,25,5,5,13,23,18,26,0,0,0,29,59,1,1,0,1:21,0,14,43,9,9,0,0,11,34,10,14,2,4
22,3,5:00,11761,1,"Raphael Pessoa",0,14,56,0,0,0,0,0:02,7,44,0,3,7,9,12,50,2,6,0,0,0,11,27,0,0,0,0:00,0,4,17,1,2,6,8,10,25,1,2,0,0
22,3,5:00,11763,2,"Raphael Pessoa",1,21,54,0,0,0,0,0:04,12,43,2,2,3,4,12,42,5,7,0,0,0,23,42,0,0,0,1:16,1,3,18,2,3,4,5,5,20,1,1,3,5
22,3,5:00,11765,3,"Raphael Pessoa",0,8,33,0,0,0,0,0:00,3,25,1,3,4,5,8,33,0,0,0,0,0,14,24,0,0,0,0:00,0,3,11,3,4,8,9,13,23,1,1,0,0
23,3,0:28,114,1,"Charles Oliveira",0,16,21,0,1,0,1,0:11,8,12,1,2,4,4,10,15,0,0,3,3,0,15,29,0,0,0,3:30,1,13,27,2,2,0,0,8,22,0,0,7,7
23,3,0:28,116,2,"Charles Oliveira",0,33,47,0,0,1,0,0:00,19,33,7,7,2,2,23,36,2,2,3,4,0,36,57,2,2,0,2:56,0,13,34,3,3,0,0,13,29,0,0,3,8
23,3,0:28,118,3,"Charles Oliveira",0,2,5,0,0,1,0,0:00,1,4,1,1,0,0,2,5,0,0,0,0,0,10,14,0,1,0,0:04,0,9,13,1,1,0,0,10,14,0,0,0,0
24,1,2:34,746,1,"Gilbert Burns",1,14,17,0,0,0,0,0:04,10,13,1,1,2,2,5,7,0,0,8,9,0,4,7,2,2,0,1:23,0,4,7,0,0,0,0,4,7,0,0,0,0
25,1,0:44,2999,1,"Renato Moicano",0,4,5,1,1,1,0,0:25,1,2,0,0,0,0,1,2,0,0,0,0,0,1,5,0,0,0,0:00,0,0,4,0,0,1,1,1,5,0,0,0,0
26,3,5:00,9878,1,"Nikita Krylov",0,45,51,2,5,0,0,3:52,13,18,2,2,1,2,7,12,2,3,7,7,0,44,47,0,0,0,0:26,0,16,19,1,1,2,2,8,10,8,9,3,3
26,3,5:00,9880,2,"Nikita Krylov",0,33,40,1,1,0,0,3:38,11,15,1,2,0,0,2,4,0,0,10,13,0,26,36,0,0,0,1:14,1,11,17,1,2,0,0,1,2,0,0,11,17
26,3,5:00,9882,3,"Nikita Krylov",0,50,57,0,2,0,1,3:50,14,16,3,3,0,0,1,2,0,0,16,17,0,21,29,0,0,0,0:45,0,6,9,0,0,0,0,1,2,0,0,5,7
27,3,5:00,1243,1,"Francisco Trinaldo",0,12,30,0,0,0,0,0:00,5,22,6,7,1,1,12,30,0,0,0,0,0,25,35,0,0,0,0:00,0,5,9,7,10,13,16,25,35,0,0,0,0
27,3,5:00,1245,2,"Francisco Trinaldo",0,19,44,0,0,0,0,0:00,12,33,6,10,1,1,19,44,0,0,0,0,0,19,38,0,0,0,0:00,0,4,18,5,8,10,12,19,38,0,0,0,0
27,3,5:00,1247,3,"Francisco Trinaldo",0,24,52,0,1,0,0,0:00,17,45,5,5,2,2,22,50,2,2,0,0,0,24,51,0,0,0,0:00,0,6,27,4,8,13,15,21,48,2,2,0,0
28,3,5:00,8882,1,"Brandon Moreno",0,32,49,0,1,0,0,2:44,11,25,0,1,0,0,2,12,1,3,8,11,0,11,12,0,0,1,0:58,1,2,3,0,0,1,1,2,3,0,0,1,1
28,3,5:00,8884,2,"Brandon Moreno",0,30,44,0,1,0,1,0:58,8,21,3,3,0,0,8,20,2,3,1,1,0,21,28,1,6,0,2:10,0,3,6,2,2,0,1,4,7,0,1,1,1
28,3,5:00,8886,3,"Brandon Moreno",0,32,54,0,0,0,0,0:03,10,30,1,2,0,0,10,29,1,3,0,0,0,29,41,0,3,0,1:05,0,4,15,2,3,1,1,6,18,0,0,1,1
29,3,5:00,12415,1,"Amanda Ribas",0,51,73,1,1,0,0,3:04,14,32,6,7,2,2,10,25,2,3,10,13,0,10,20,0,0,0,0:00,0,5,13,0,0,2,2,7,15,0,0,0,0
29,3,5:00,12417,2,"Amanda Ribas",0,61,105,0,2,0,0,1:25,18,56,8,13,5,5,26,69,5,5,0,0,0,38,66,0,0,0,0:00,0,13,38,2,4,8,9,22,50,1,1,0,0
29,3,5:00,12419,3,"Amanda Ribas",0,61,76,0,0,2,1,2:56,25,37,4,4,3,3,9,17,1,1,22,26,0,8,13,1,1,0,1:00,0,4,7,1,3,1,1,4,9,2,2,0,0
30,3,5:00,3691,1,"Elizeu Zaleski dos Santos",0,20,56,1,1,0,0,1:02,5,34,6,12,6,7,15,51,2,2,0,0,0,24,35,0,0,0,0:00,0,5,12,2,5,4,4,9,19,2,2,0,0
30,3,5:00,3693,2,"Elizeu Zaleski dos Santos",0,31,61,0,2,0,0,0:55,10,36,7,10,9,10,25,54,1,2,0,0,0,42,67,0,0,0,0:06,0,16,33,4,7,5,9,20,43,4,5,1,1
30,3,5:00,3695,3,"Elizeu Zaleski dos Santos",0,23,52,1,1,0,0,0:33,10,25,3,10,6,12,16,44,1,1,2,2,0,31,54,0,0,0,0:18,0,8,27,5,6,8,9,19,39,2,3,0,0
31,3,5:00,8945,1,"Rani Yahya",0,20,32,1,3,0,1,1:47,8,19,3,4,6,6,15,27,0,0,2,2,0,33,49,0,1,0,1:04,0,6,16,4,5,0,0,5,16,1,1,4,4
31,3,5:00,8947,2,"Rani Yahya",0,35,44,1,1,0,0,3:01,4,8,2,3,1,2,4,9,1,1,2,3,0,30,42,1,1,0,0:59,1,5,15,1,1,0,1,3,14,0,0,3,3
31,3,5:00,8949,3,"Rani Yahya",0,3,7,0,1,0,0,0:00,0,3,0,0,0,0,0,2,0,1,0,0,0,85,96,0,0,1,4:46,0,28,34,13,14,0,0,2,6,0,0,39,42
32,3,5:00,13274,1,"Maryna Moroz",0,62,108,1,2,0,0,1:44,16,49,21,27,8,8,37,73,4,5,4,6,0,28,42,0,0,0,0:00,0,11,20,4,5,10,14,21,35,4,4,0,0
32,3,5:00,13276,2,"Maryna Moroz",0,56,85,1,3,0,0,2:32,27,48,8,11,3,3,21,36,3,6,14,20,0,21,35,0,0,0,0:42,0,13,25,3,3,4,6,14,27,6,7,0,0
32,3,5:00,13278,3,"Maryna Moroz",0,58,105,0,3,0,0,0:13,32,63,20,33,4,5,53,94,3,7,0,0,0,43,73,0,0,0,0:03,0,21,47,13,14,9,12,38,68,5,5,0,0
33,3,5:00,12102,1,"David Dvorak",0,21,47,0,0,0,0,0:00,6,27,6,8,2,3,13,35,1,3,0,0,0,23,37,1,2,0,0:50,0,11,23,3,4,5,6,15,26,2,2,2,5
33,3,5:00,12104,2,"David Dvorak",0,29,48,0,0,0,1,1:05,8,21,6,11,3,3,12,26,3,7,2,2,0,10,23,1,4,0,0:13,0,3,13,3,5,2,3,6,19,2,2,0,0
33,3,5:00,12106,3,"David Dvorak",0,42,66,0,1,0,1,0:08,21,38,12,18,3,4,26,46,10,14,0,0,0,27,52,1,5,0,0:28,0,11,33,6,8,1,2,14,37,4,6,0,0
34,3,5:00,13376,1,"Bea Malecki",0,36,81,0,0,0,0,0:00,25,59,9,20,2,2,35,78,1,3,0,0,0,37,112,0,1,0,0:00,0,19,83,10,21,8,8,36,106,1,6,0,0
34,3,5:00,13378,2,"Bea Malecki",0,84,139,0,0,0,0,1:54,35,70,13,16,0,1,32,64,6,6,10,17,0,28,74,0,4,0,0:02,0,18,61,3,3,3,6,24,67,0,3,0,0
34,3,5:00,13380,3,"Bea Malecki",0,70,106,0,0,0,0,1:30,32,62,12,14,2,3,40,72,4,4,2,3,0,41,85,0,4,0,0:10,0,30,69,1,6,1,1,30,73,2,3,0,0
35,2,0:51,7090,1,"Doug Marshall",0,25,78,0,0,0,0,--,17,67,0,2,6,7,22,75,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,2,0:51,7092,2,"Doug Marshall",1,9,18,0,0,0,0,--,5,13,1,1,3,4,7,16,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,3,1:52,3516,1,"John Alessio",0,18,26,1,2,1,1,--,12,18,0,0,0,0,5,9,7,9,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,3,1:52,3518,2,"John Alessio",0,12,18,1,2,0,1,--,3,9,2,2,1,1,2,4,3,4,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,3,1:52,3520,3,"John Alessio",1,38,45,0,0,1,0,--,31,37,4,5,0,0,4,4,9,11,22,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,2,3:52,13589,1,"Poppies Martinez",0,30,42,0,2,2,0,--,5,14,0,0,2,2,1,1,1,1,5,14,0,26,29,0,1,0,--,0,14,15,0,0,0,0,2,2,0,0,12,13
39,2,3:52,13591,2,"Poppies Martinez",0,20,40,1,1,3,0,--,13,28,0,0,4,5,13,21,3,10,1,2,0,10,26,0,0,0,--,0,6,20,0,0,0,0,6,16,0,4,0,0
40,1,2:44,13593,1,"Kenny Ento",0,24,30,1,1,2,0,--,23,29,0,0,0,0,0,1,0,0,23,28,0,2,4,0,0,0,--,0,0,1,0,0,0,0,0,1,0,0,0,0
41,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,1,2:35,6970,1,"Fernando Gonzalez",1,51,54,1,1,0,0,--,24,26,2,2,0,0,1,2,7,7,18,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,2,2:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,3,5:00,2690,1,"Clay Guida",0,16,33,3,4,1,1,--,4,15,2,3,0,0,2,5,0,1,4,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,3,5:00,2692,2,"Clay Guida",0,32,46,1,1,0,1,--,15,27,1,1,0,0,0,1,0,0,16,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,3,5:00,2694,3,"Clay Guida",0,55,67,1,1,0,0,--,12,18,2,2,0,0,0,0,0,0,14,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,1,0:43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,2,5:00,13597,1,"Andrew Martinez",0,13,46,0,1,0,0,--,9,38,2,3,1,3,7,35,3,6,2,3,0,12,28,0,0,0,--,0,2,14,2,3,6,8,9,23,1,2,0,0
47,2,5:00,13599,2,"Andrew Martinez",0,27,69,1,1,0,0,--,17,55,3,3,2,6,7,42,13,17,2,5,0,18,24,0,0,0,--,0,5,10,4,4,4,5,6,12,7,7,0,0
48,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,1,2:57,11403,1,"Shane del Rosario",0,10,11,0,0,1,0,--,0,1,1,1,1,1,1,2,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,1,3:42,5665,1,"Luke Rockhold",0,11,13,0,0,1,0,--,0,1,0,0,0,0,0,1,0,0,0,0,0,8,12,3,6,0,--,0,0,1,1,1,0,0,0,0,1,1,0,1
51,1,3:49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,3,5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,1,2:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
