unique_round_id,%_grappling_control,%_time_standing
2483.0,0.73,0.2633333333333333
9619.0,0.39,0.45666666666666667
9621.0,0.31666666666666665,0.6833333333333333
9408.0,0.17666666666666667,0.21666666666666667
9410.0,0.0,1.0
12613.0,0.32,0.15
12615.0,0.8,0.19666666666666666
6252.0,0.0,0.6366666666666667
11996.0,0.43333333333333335,0.38333333333333336
9417.0,0.0,0.36666666666666664
9419.0,0.016666666666666666,0.5066666666666667
3079.0,0.0,1.0
3081.0,0.023333333333333334,0.9733333333333334
1182.0,0.4633333333333333,0.49
1184.0,0.21333333333333335,0.7866666666666666
7642.0,0.02666666666666667,0.4266666666666667
7644.0,0.0,1.0
13131.0,0.0,1.0
13133.0,0.0,0.9566666666666667
8206.0,0.82,0.17
8208.0,0.0,0.21
768.0,0.8533333333333334,0.14
770.0,0.6533333333333333,0.22333333333333333
316.0,0.21,0.39666666666666667
318.0,0.36333333333333334,0.37333333333333335
7461.0,0.31666666666666665,0.6066666666666667
10690.0,0.15,0.28
965.0,0.19666666666666666,0.6866666666666666
967.0,0.04666666666666667,0.9533333333333334
11989.0,0.6466666666666666,0.20666666666666667
11991.0,0.39,0.61
12900.0,0.0033333333333333335,0.9966666666666667
12902.0,0.4266666666666667,0.57
5209.0,0.03,0.9233333333333333
5211.0,0.0,0.9933333333333333
10903.0,0.02666666666666667,0.7333333333333333
10905.0,0.04,0.96
5137.0,0.02666666666666667,0.9666666666666667
5139.0,0.043333333333333335,0.20333333333333334
13544.0,0.0,1.0
13546.0,0.056666666666666664,0.8466666666666667
11304.0,0.38,0.6066666666666667
9197.0,0.0,0.71
9199.0,0.0,1.0
7103.0,0.0,0.9033333333333333
7105.0,0.0,0.68
1001.0,0.08666666666666667,0.9133333333333333
1003.0,0.16666666666666666,0.7533333333333333
11637.0,0.0,1.0
11639.0,0.0,0.98
13625.0,0.0,0.9266666666666666
13627.0,0.07666666666666666,0.9233333333333333
6836.0,0.0,1.0
6838.0,0.0,0.87
6840.0,0.15666666666666668,0.8433333333333334
6842.0,0.0,1.0
1867.0,0.0,1.0
1869.0,0.08333333333333333,0.9166666666666666
5928.0,0.6166666666666667,0.2833333333333333
5930.0,0.18,0.82
3068.0,0.75,0.13666666666666666
3070.0,0.7133333333333334,0.2866666666666667
4491.0,0.21666666666666667,0.7833333333333333
4493.0,0.7266666666666667,0.2733333333333333
11983.0,0.0,0.49
11985.0,0.0,0.20333333333333334
5877.0,0.0,0.3433333333333333
5879.0,0.08666666666666667,0.9133333333333333
10429.0,0.0,0.81
