unique_round_id,total_round_time,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
1,300,0,17,32,2,6,0,2:09,0,1.0,4,17,6,6,1,1,7,19,3,3,1,2
2,300,0,11,21,0,0,0,0:58,0,0.0,2,10,3,4,2,3,5,14,1,1,1,2
5,300,0,25,41,1,5,0,2:31,1,1.0,9,21,0,0,0,0,3,12,0,0,6,9
6,300,0,27,43,1,3,0,0:58,0,1.0,8,23,6,7,5,5,12,27,7,8,0,0
9,300,0,5,12,0,0,0,0:11,0,0.0,1,6,2,2,1,1,4,9,0,0,0,0
10,300,0,2,16,2,3,0,3:15,0,1.0,0,11,1,1,0,0,1,12,0,0,0,0
11,300,0,11,29,0,1,0,0:30,0,0.0,0,15,2,2,6,7,8,24,0,0,0,0
12,300,0,12,39,3,4,0,2:13,0,0.0,5,29,1,4,1,1,7,33,0,1,0,0
13,300,0,7,11,0,0,0,0:00,0,0.0,1,2,0,0,1,1,2,3,0,0,0,0
14,300,0,40,52,1,1,0,4:45,0,2.0,1,5,0,0,0,0,1,4,0,0,0,1
15,300,0,19,23,0,0,0,0:07,0,0.0,3,6,1,2,4,4,8,12,0,0,0,0
16,300,0,11,25,1,2,0,3:14,0,1.0,5,13,1,2,0,0,3,12,1,1,2,2
17,300,0,34,55,0,1,0,1:19,0,0.0,11,25,5,10,7,8,23,42,0,1,0,0
18,300,0,25,63,0,1,0,0:16,0,0.0,19,55,3,4,2,2,23,59,1,2,0,0
19,300,0,27,41,0,4,0,0:36,0,0.0,7,18,1,1,3,6,11,25,0,0,0,0
20,300,0,33,61,0,1,0,1:18,0,0.0,18,43,6,8,1,1,17,44,8,8,0,0
21,300,0,26,58,0,0,0,0:07,0,0.0,11,38,6,8,5,7,22,53,0,0,0,0
22,300,0,29,60,1,1,0,1:03,0,1.0,20,49,2,3,2,2,23,52,1,2,0,0
23,300,0,23,42,0,0,0,0:14,0,0.0,9,28,4,4,4,4,17,36,0,0,0,0
24,300,0,15,35,1,5,0,1:26,0,0.0,10,29,2,3,1,1,11,28,1,1,1,4
25,300,0,19,27,0,0,0,0:00,0,0.0,7,15,3,3,3,3,7,15,5,5,1,1
26,300,0,32,48,2,4,0,3:31,0,1.0,8,22,5,5,0,0,5,17,4,6,4,4
27,300,0,28,36,0,0,2,0:00,1,0.0,3,8,8,8,5,6,7,11,8,10,1,1
28,300,0,43,61,1,2,0,3:56,0,0.0,10,23,5,7,2,2,3,16,12,14,2,2
29,300,0,21,43,0,1,0,0:21,0,0.0,10,31,5,5,5,6,13,35,5,5,2,2
30,300,0,37,58,4,5,0,2:57,0,1.0,19,37,6,8,0,0,15,30,6,11,4,4
31,300,0,7,21,0,0,0,0:00,0,0.0,4,17,0,0,2,2,6,19,0,0,0,0
32,300,0,46,75,3,3,0,3:32,0,2.0,32,59,6,6,3,3,18,35,2,2,21,31
33,300,0,9,11,0,0,0,0:00,0,0.0,3,3,3,4,1,1,2,3,4,4,1,1
34,300,0,69,92,2,4,0,4:31,0,3.0,26,42,7,8,1,1,7,13,9,10,18,28
35,300,0,36,51,0,0,0,0:00,0,0.0,12,23,12,16,3,3,15,30,12,12,0,0
36,300,0,27,69,2,4,0,2:42,0,0.0,9,44,1,6,7,7,14,51,3,6,0,0
37,300,0,25,45,0,0,0,0:00,0,0.0,8,26,9,11,3,3,15,35,5,5,0,0
38,300,0,32,77,2,3,0,3:10,0,1.0,14,50,0,4,7,8,20,60,1,2,0,0
39,300,0,23,45,0,0,0,0:00,0,0.0,12,32,7,9,3,3,15,37,7,7,0,0
40,300,0,39,82,0,3,0,3:02,0,0.0,12,50,7,11,10,11,25,66,3,5,1,1
41,300,0,22,37,3,4,0,2:14,0,1.0,10,25,5,5,4,4,11,26,5,5,3,3
42,300,0,18,55,1,2,0,0:54,0,1.0,6,39,3,6,3,4,12,48,0,0,0,1
43,300,0,24,45,0,2,0,0:00,0,0.0,12,33,4,4,1,1,14,35,3,3,0,0
44,300,0,26,63,2,6,0,2:49,0,0.0,13,46,3,6,4,4,19,53,1,3,0,0
45,229,0,12,41,0,1,0,0:22,0,0.0,9,38,2,2,1,1,10,38,2,3,0,0
46,229,0,49,83,1,3,0,0:20,0,0.0,34,67,8,8,3,3,20,45,22,30,3,3
47,300,0,6,17,0,0,0,0:32,1,0.0,1,12,2,2,1,1,3,14,1,1,0,0
48,300,0,22,24,2,4,1,3:30,0,2.0,1,2,0,0,3,4,3,4,1,2,0,0
49,300,0,21,36,0,0,0,1:48,1,0.0,7,18,3,4,2,2,4,9,0,0,8,15
50,300,0,14,22,2,2,1,1:39,0,1.0,3,9,0,0,1,1,4,10,0,0,0,0
53,300,0,7,11,1,1,0,1:27,0,1.0,0,0,0,1,4,4,0,0,0,1,4,4
54,300,0,24,39,1,2,0,3:18,1,1.0,10,16,1,1,0,0,0,0,3,6,8,11
55,300,0,3,6,0,1,0,0:35,0,0.0,0,3,0,0,2,2,0,2,2,3,0,0
56,300,0,59,75,2,2,0,4:14,0,2.0,31,44,0,0,0,0,2,5,2,2,27,37
57,300,0,13,14,0,0,0,0:22,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0
58,300,0,15,18,2,2,0,4:17,0,5.0,5,6,0,0,0,0,2,2,0,0,3,4
61,300,0,55,65,1,1,0,2:08,0,0.0,8,13,4,4,1,1,4,9,4,4,5,5
62,300,0,12,17,1,7,1,2:24,0,0.0,2,5,6,6,1,1,2,5,7,7,0,0
63,300,0,45,49,2,2,0,3:10,0,2.0,6,8,0,0,0,0,1,3,0,0,5,5
64,300,0,12,13,1,2,1,1:12,1,0.0,1,2,1,1,0,0,1,2,0,0,1,1
65,300,0,44,64,0,0,0,4:22,0,0.0,4,12,2,2,0,0,1,7,2,2,3,5
66,300,0,1,4,0,0,3,0:00,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
67,300,0,18,40,0,0,0,0:20,0,0.0,3,20,2,5,5,6,7,27,3,4,0,0
68,300,0,15,42,2,3,0,1:39,0,0.0,3,23,6,9,0,3,6,29,2,4,1,2
69,300,0,28,38,0,0,0,0:17,0,0.0,3,11,3,5,4,4,8,18,2,2,0,0
70,300,0,27,47,3,4,0,2:48,0,0.0,2,18,3,3,1,2,4,20,2,3,0,0
71,300,0,18,62,0,0,0,0:07,0,0.0,4,38,5,11,8,12,17,58,0,3,0,0
72,300,0,22,61,1,2,0,0:42,0,1.0,9,42,4,9,4,5,14,53,2,2,1,1
73,300,0,28,30,0,0,1,2:00,1,2.0,1,2,0,0,4,4,4,5,0,0,1,1
74,300,0,9,14,1,1,0,1:35,0,2.0,0,5,1,1,0,0,0,5,0,0,1,1
75,197,0,14,19,1,1,0,0:51,0,0.0,5,10,2,2,0,0,2,6,0,0,5,6
76,197,0,13,23,2,2,1,2:09,0,2.0,8,17,0,0,0,0,1,3,0,0,7,14
77,300,0,24,65,0,0,0,0:00,0,0.0,15,54,3,5,1,1,19,58,0,2,0,0
78,300,0,27,70,1,1,0,0:57,0,0.0,9,46,14,19,1,1,19,56,3,7,2,3
79,300,0,19,35,0,0,0,0:00,0,0.0,4,18,3,4,0,0,6,20,1,1,0,1
80,300,0,46,59,1,2,0,3:56,0,0.0,16,25,1,2,4,4,7,14,1,1,13,16
81,300,0,19,43,0,0,0,0:00,0,0.0,7,30,0,1,1,1,8,32,0,0,0,0
82,300,0,31,45,3,3,0,3:03,0,0.0,8,20,6,7,7,7,14,23,4,4,3,7
83,300,0,14,27,0,1,0,0:52,0,0.0,5,18,3,3,1,1,9,22,0,0,0,0
84,300,0,18,27,2,2,0,2:59,0,3.0,4,9,3,4,3,4,8,12,2,4,0,1
85,300,0,20,35,0,0,0,0:00,0,0.0,7,21,2,3,2,2,11,26,0,0,0,0
86,300,0,22,32,2,2,0,3:47,0,2.0,7,13,3,5,4,5,10,19,1,1,3,3
87,300,0,24,45,0,0,0,0:00,0,0.0,11,30,8,10,1,1,17,38,2,2,1,1
88,300,0,33,57,2,5,0,2:24,0,2.0,14,36,4,6,2,2,14,36,3,4,3,4
91,300,0,14,34,0,1,0,0:00,0,0.0,10,30,0,0,4,4,14,34,0,0,0,0
92,300,0,20,45,0,0,0,0:00,0,0.0,8,28,4,7,8,10,20,44,0,1,0,0
93,300,0,22,50,0,1,0,0:00,0,0.0,18,46,4,4,0,0,22,50,0,0,0,0
94,300,0,22,57,0,0,0,0:00,0,0.0,9,36,8,13,5,8,22,57,0,0,0,0
95,300,0,12,47,0,1,0,0:00,0,0.0,7,40,1,3,4,4,12,47,0,0,0,0
96,300,0,31,62,0,0,0,0:00,0,0.0,10,37,3,6,18,19,31,62,0,0,0,0
97,300,0,23,86,0,0,0,0:00,0,0.0,17,77,4,7,2,2,23,86,0,0,0,0
98,300,0,20,51,0,6,0,0:00,0,0.0,12,38,5,9,3,4,20,51,0,0,0,0
99,300,0,43,81,1,2,0,1:44,0,2.0,29,62,3,5,2,2,15,48,0,0,19,21
100,300,0,18,35,0,0,0,0:00,0,0.0,12,29,4,4,2,2,17,34,0,0,1,1
101,300,0,20,46,2,2,0,2:27,0,1.0,5,29,3,4,2,2,8,33,1,1,1,1
102,300,0,18,31,0,1,0,0:00,0,0.0,12,23,3,5,1,1,16,28,0,0,0,1
103,300,0,17,61,0,0,0,0:00,0,0.0,13,57,3,3,1,1,17,61,0,0,0,0
104,300,0,24,60,0,0,0,0:00,0,0.0,16,50,4,6,4,4,24,60,0,0,0,0
105,300,0,18,45,0,1,0,1:14,0,0.0,16,42,1,2,1,1,18,45,0,0,0,0
106,300,0,33,53,0,0,0,0:14,0,0.0,30,49,3,4,0,0,33,53,0,0,0,0
107,300,0,14,24,0,0,0,0:02,0,0.0,7,16,2,3,4,4,10,19,0,0,3,4
108,300,0,38,69,1,1,0,2:17,0,2.0,22,52,5,6,0,0,9,32,0,0,18,26
109,300,0,27,54,0,0,0,0:00,0,0.0,21,42,3,8,3,4,27,54,0,0,0,0
110,300,0,22,49,0,2,0,0:00,0,0.0,15,40,7,9,0,0,22,48,0,1,0,0
111,242,0,16,28,0,0,2,0:00,0,0.0,12,23,1,2,1,1,3,12,1,1,10,13
112,242,0,11,19,2,3,0,2:32,0,0.0,4,9,2,3,0,0,4,10,0,0,2,2
113,300,0,15,29,0,0,0,3:30,1,1.0,13,27,2,2,0,0,8,22,0,0,7,7
114,300,0,16,21,0,1,0,0:11,1,0.0,8,12,1,2,4,4,10,15,0,0,3,3
115,300,0,36,57,2,2,0,2:56,0,1.0,13,34,3,3,0,0,13,29,0,0,3,8
116,300,0,33,47,0,0,1,0:00,0,0.0,19,33,7,7,2,2,23,36,2,2,3,4
121,300,0,36,53,0,0,0,0:00,0,0.0,21,33,14,19,1,1,31,47,5,6,0,0
122,300,0,17,49,0,2,0,0:00,0,0.0,5,29,3,10,9,10,16,46,1,3,0,0
123,300,0,34,45,1,1,0,2:14,0,5.0,7,17,4,4,1,1,3,9,0,0,9,13
124,300,0,11,22,1,1,0,1:50,0,1.0,4,15,2,2,2,2,4,8,0,0,4,11
125,300,0,37,52,0,1,0,1:23,0,0.0,21,35,9,9,2,2,29,43,3,3,0,0
126,300,0,23,42,0,1,0,0:00,0,0.0,4,21,10,11,9,10,13,30,10,12,0,0
127,300,0,13,26,0,0,0,0:55,0,0.0,5,17,2,2,1,1,6,18,1,1,1,1
128,300,0,29,38,1,2,0,2:22,0,0.0,12,19,2,3,1,2,10,17,0,1,5,6
129,300,0,40,83,0,0,0,1:32,0,1.0,19,61,10,11,2,2,21,61,3,4,7,9
130,300,0,15,39,0,3,0,0:00,0,0.0,5,26,3,5,4,5,12,35,0,1,0,0
131,300,0,31,56,1,1,0,2:13,0,1.0,16,38,6,6,2,2,14,31,5,6,5,9
132,300,0,17,32,0,0,0,0:04,0,0.0,1,12,3,4,3,4,4,17,3,3,0,0
135,300,0,21,48,0,1,0,0:00,0,0.0,11,35,3,4,6,7,18,44,1,1,1,1
136,300,0,20,57,0,0,0,0:29,0,0.0,13,45,2,5,2,4,15,52,2,2,0,0
137,300,0,17,29,0,1,0,0:27,0,0.0,6,17,3,3,3,3,8,18,2,3,2,2
138,300,0,43,72,1,1,0,2:48,0,1.0,28,55,0,0,3,4,21,44,2,3,8,12
139,300,0,28,54,0,0,0,0:00,0,0.0,16,41,7,8,3,3,18,42,8,10,0,0
140,300,0,57,102,0,0,0,1:40,0,0.0,36,80,3,3,1,1,34,73,6,11,0,0
141,300,0,45,61,3,5,0,1:56,0,3.0,15,28,4,5,1,1,10,22,4,5,6,7
142,300,0,16,25,0,2,0,1:46,0,0.0,2,8,1,1,8,11,2,9,9,11,0,0
143,300,0,24,33,1,1,0,3:25,0,1.0,8,13,1,1,1,1,2,7,3,3,5,5
144,300,0,17,24,0,1,0,0:50,0,0.0,1,3,2,2,3,3,4,6,2,2,0,0
145,300,0,29,79,0,1,0,0:00,0,0.0,25,72,4,7,0,0,29,78,0,1,0,0
146,300,0,48,92,0,1,0,0:00,0,0.0,33,74,11,14,4,4,46,90,2,2,0,0
147,300,0,23,56,0,2,0,0:00,0,0.0,6,20,7,14,8,19,14,44,7,9,0,0
148,300,0,18,44,0,0,0,0:00,0,0.0,10,33,4,6,0,0,9,31,5,8,0,0
149,276,0,11,34,0,2,0,0:26,0,0.0,5,21,1,5,1,4,4,25,3,4,0,1
150,276,3,44,78,0,0,0,0:15,0,0.0,36,67,6,7,1,2,19,44,23,29,1,3
153,300,0,21,57,0,1,0,0:15,0,0.0,17,51,2,4,0,0,14,50,5,5,0,0
154,300,0,40,95,1,1,0,0:09,0,1.0,28,80,9,12,2,2,33,84,6,10,0,0
155,300,0,13,27,0,1,0,0:00,0,0.0,12,25,0,1,1,1,10,20,3,7,0,0
156,300,0,54,105,0,2,0,1:37,0,0.0,28,71,4,5,4,4,21,53,15,27,0,0
157,300,0,10,31,0,1,0,0:00,0,0.0,8,29,1,1,1,1,9,30,1,1,0,0
158,300,0,53,118,0,0,0,0:04,0,0.0,40,101,8,12,4,4,43,102,9,15,0,0
159,300,0,30,33,3,3,1,4:26,0,4.0,19,21,0,0,0,0,0,0,1,1,18,20
160,300,0,9,11,0,0,0,0:03,0,0.0,1,2,2,2,1,1,3,4,1,1,0,0
161,300,0,16,30,1,2,0,1:56,0,1.0,10,23,2,2,0,0,7,18,0,2,5,5
162,300,0,36,74,0,0,0,0:00,0,0.0,22,57,6,7,0,0,21,52,4,7,3,5
163,300,0,19,34,1,2,0,1:49,0,0.0,13,28,2,2,0,0,13,25,0,1,2,4
164,300,0,94,152,0,0,1,0:32,0,0.0,71,120,6,7,0,0,43,84,13,21,21,22
165,300,0,56,111,1,4,0,2:29,0,1.0,9,30,3,4,0,0,3,12,1,1,8,21
166,300,0,6,6,0,0,0,0:00,0,0.0,0,0,3,3,1,1,3,3,1,1,0,0
167,300,0,36,48,0,1,0,3:14,0,2.0,2,13,0,1,1,1,3,15,0,0,0,0
168,300,0,11,21,0,0,1,0:00,0,0.0,5,15,1,1,0,0,6,16,0,0,0,0
169,300,0,29,49,1,2,0,3:06,0,0.0,3,20,1,1,0,0,4,21,0,0,0,0
170,300,0,6,17,0,0,0,0:00,0,0.0,2,12,0,1,1,1,2,13,1,1,0,0
171,300,0,8,30,0,0,0,0:00,0,0.0,1,17,5,10,2,3,8,30,0,0,0,0
172,300,0,8,14,0,0,0,0:00,0,0.0,5,9,3,5,0,0,8,14,0,0,0,0
173,300,0,6,23,0,1,0,0:02,0,0.0,4,13,2,10,0,0,6,23,0,0,0,0
174,300,0,5,17,0,0,0,0:00,0,0.0,2,11,3,6,0,0,5,17,0,0,0,0
175,300,0,12,39,0,0,0,0:18,0,0.0,4,23,6,13,1,2,11,37,0,0,0,1
176,300,0,15,24,0,0,0,0:00,0,0.0,6,13,5,7,1,1,11,20,1,1,0,0
177,300,1,27,65,0,0,0,0:12,0,0.0,9,41,12,18,2,2,20,57,2,3,1,1
178,300,0,8,28,2,2,1,1:11,0,2.0,3,22,4,5,0,0,6,25,1,2,0,0
179,300,0,25,50,1,2,0,0:15,0,0.0,11,33,12,14,2,3,20,43,2,3,3,4
180,300,0,9,30,1,1,0,0:21,0,0.0,3,20,6,8,0,2,8,29,1,1,0,0
181,300,0,20,47,0,0,0,0:00,0,0.0,4,26,14,18,2,3,20,47,0,0,0,0
182,300,0,10,33,0,0,0,0:04,0,0.0,4,25,6,7,0,1,9,32,1,1,0,0
183,300,1,23,43,1,1,0,0:50,0,0.0,11,25,8,13,2,2,21,40,0,0,0,0
184,300,0,21,61,0,0,0,0:04,0,0.0,12,47,5,8,4,6,20,60,1,1,0,0
185,230,0,1,3,0,3,0,0:52,0,0.0,0,2,0,0,1,1,1,3,0,0,0,0
186,230,0,41,51,2,2,1,2:23,0,2.0,20,25,0,0,1,1,2,5,8,8,11,13
189,300,0,32,48,0,0,0,0:24,0,1.0,20,35,3,3,6,7,24,35,0,1,5,9
190,300,0,12,44,0,4,0,0:00,0,0.0,3,33,4,6,5,5,12,44,0,0,0,0
191,300,0,20,51,0,0,0,0:00,0,0.0,14,44,3,3,3,4,19,48,1,3,0,0
192,300,0,17,40,0,3,0,0:07,0,0.0,4,25,5,6,8,9,17,40,0,0,0,0
193,300,0,34,74,0,0,0,0:01,0,0.0,28,67,4,5,2,2,34,72,0,2,0,0
194,300,0,26,69,0,2,0,0:00,0,0.0,11,49,2,6,13,14,25,66,1,3,0,0
195,300,0,27,45,0,2,0,0:18,0,0.0,11,24,7,9,7,9,24,41,1,1,0,0
196,300,0,41,67,0,0,0,0:03,0,0.0,10,32,12,13,3,3,22,44,3,4,0,0
197,300,0,37,52,0,1,0,1:06,0,0.0,13,23,5,9,7,8,12,24,13,16,0,0
198,300,0,36,59,0,1,0,0:34,0,0.0,5,21,7,8,0,0,6,20,6,9,0,0
199,300,0,22,36,0,1,0,1:22,0,0.0,9,20,8,11,1,1,15,29,3,3,0,0
200,300,0,46,69,0,1,0,0:17,0,0.0,9,28,8,9,0,1,13,33,4,5,0,0
201,300,0,29,40,1,3,0,1:36,0,0.0,6,16,2,2,1,1,6,16,3,3,0,0
202,300,0,61,78,1,2,0,1:24,0,0.0,8,22,4,5,1,1,5,16,7,11,1,1
203,300,0,23,28,2,5,0,2:30,0,1.0,3,4,2,3,4,6,4,6,3,5,2,2
204,300,0,33,36,0,1,1,1:31,0,0.0,6,9,4,4,0,0,5,7,4,5,1,1
205,300,0,20,81,0,0,1,0:18,0,0.0,17,77,0,0,1,2,14,75,4,4,0,0
206,300,0,19,53,0,0,0,0:00,0,0.0,10,41,1,4,8,8,19,53,0,0,0,0
207,300,0,19,82,0,0,0,0:00,0,0.0,15,68,2,10,2,4,19,82,0,0,0,0
208,300,0,13,37,0,0,0,0:00,0,0.0,10,33,1,1,2,3,13,37,0,0,0,0
209,300,0,20,105,0,1,0,0:00,0,0.0,17,97,2,6,1,2,20,104,0,1,0,0
210,300,0,25,60,0,0,0,0:00,0,0.0,22,56,1,2,2,2,24,58,1,2,0,0
211,300,0,30,101,0,0,0,0:00,0,0.0,28,97,1,3,1,1,30,101,0,0,0,0
212,300,0,14,45,0,0,0,0:00,0,0.0,11,39,1,2,2,4,14,45,0,0,0,0
213,300,0,33,131,0,1,0,0:05,0,0.0,30,126,1,3,0,0,31,129,0,0,0,0
214,300,0,29,77,1,2,0,0:10,0,0.0,22,67,3,6,4,4,29,74,0,3,0,0
215,300,0,35,43,3,5,0,3:49,0,1.0,6,8,0,0,0,0,0,0,6,8,0,0
216,300,0,24,34,0,0,0,0:19,0,0.0,15,24,4,5,0,0,0,1,3,3,16,25
217,300,0,12,22,0,6,0,2:36,1,1.0,8,15,0,0,1,1,1,5,0,0,8,11
218,300,0,15,22,0,0,0,0:34,0,0.0,6,11,1,2,4,5,6,13,3,3,2,2
219,300,0,20,28,1,1,0,2:28,0,1.0,8,14,0,0,0,0,1,6,0,0,7,8
220,300,0,16,24,0,0,0,0:00,0,0.0,6,13,2,2,1,1,9,15,0,0,0,1
221,300,0,13,27,0,0,0,0:00,0,0.0,9,19,3,6,1,2,13,27,0,0,0,0
222,300,0,12,33,0,0,0,0:00,0,0.0,0,13,2,5,10,15,12,33,0,0,0,0
223,300,1,18,43,0,0,0,0:03,0,0.0,14,37,2,4,2,2,18,43,0,0,0,0
224,300,0,14,43,0,1,0,0:01,0,0.0,3,23,0,3,11,17,12,40,2,3,0,0
225,300,0,39,86,0,0,0,0:01,0,0.0,26,61,12,24,1,1,39,85,0,1,0,0
226,300,0,16,66,0,1,0,0:02,0,0.0,6,43,3,5,7,18,15,64,1,2,0,0
227,300,0,13,42,0,0,0,0:40,0,0.0,5,30,2,5,3,4,7,36,3,3,0,0
228,300,0,21,47,0,0,0,0:00,0,0.0,7,31,2,2,7,9,16,42,0,0,0,0
229,300,0,25,52,0,0,0,0:22,0,0.0,16,39,4,4,4,8,18,43,6,8,0,0
230,300,0,19,57,1,1,0,0:41,0,0.0,10,41,4,7,1,5,13,49,2,4,0,0
231,300,0,22,39,1,2,2,1:43,0,0.0,10,26,2,3,2,2,6,22,8,9,0,0
232,300,0,18,32,0,1,0,1:26,0,0.0,10,23,1,2,2,2,11,23,2,4,0,0
233,300,0,28,37,0,0,1,4:04,0,5.0,8,14,2,2,0,0,3,5,0,0,7,11
234,300,0,17,26,0,0,0,0:07,0,0.0,2,8,2,3,3,4,7,14,0,0,0,1
237,300,0,19,58,0,1,0,0:00,0,0.0,10,42,6,12,3,4,19,58,0,0,0,0
238,300,0,20,45,0,0,0,0:00,0,0.0,12,35,3,5,5,5,20,45,0,0,0,0
239,300,0,24,59,0,0,0,0:00,0,0.0,11,41,5,9,8,9,24,59,0,0,0,0
240,300,0,21,68,0,0,0,0:00,0,0.0,11,57,3,4,7,7,21,68,0,0,0,0
241,300,0,18,39,0,1,0,0:00,0,0.0,9,29,5,6,4,4,18,39,0,0,0,0
242,300,1,29,79,0,0,0,0:10,0,0.0,15,64,6,7,7,7,25,69,0,0,3,9
243,300,0,9,20,0,1,0,0:00,0,0.0,6,15,3,5,0,0,9,20,0,0,0,0
244,300,1,27,73,0,0,0,0:09,0,0.0,17,61,3,5,6,6,21,65,3,3,2,4
245,300,0,20,47,0,2,0,0:00,0,0.0,13,38,4,6,3,3,20,47,0,0,0,0
246,300,0,43,98,0,0,0,0:03,0,0.0,32,85,2,4,9,9,42,97,0,0,1,1
247,300,0,5,23,0,0,0,0:14,0,0.0,4,22,1,1,0,0,5,23,0,0,0,0
248,300,0,44,69,0,1,0,1:28,0,2.0,25,49,0,0,13,14,23,48,0,0,15,15
249,300,0,16,40,0,2,0,0:10,0,0.0,7,28,3,5,5,6,15,39,0,0,0,0
250,300,1,27,63,0,0,0,1:01,0,0.0,18,51,3,5,6,7,20,53,0,0,7,10
251,300,0,17,54,0,1,0,0:00,0,0.0,10,43,3,5,4,6,17,54,0,0,0,0
252,300,0,33,81,0,0,0,0:00,0,0.0,25,68,4,8,4,5,33,81,0,0,0,0
253,300,0,26,39,1,3,0,3:41,0,1.0,7,14,5,7,0,1,4,11,6,9,2,2
254,300,0,13,23,0,0,0,0:00,0,0.0,8,17,2,3,0,0,6,15,2,3,2,2
255,300,0,47,59,2,5,0,2:48,0,0.0,6,17,6,6,1,1,7,15,6,6,0,3
256,300,0,20,36,0,0,0,0:40,0,0.0,8,24,3,3,3,3,9,25,5,5,0,0
257,300,0,53,65,3,5,0,4:21,0,2.0,15,24,1,2,7,8,0,4,0,0,23,30
258,300,0,3,8,0,0,0,0:00,0,0.0,1,6,1,1,0,0,2,7,0,0,0,0
259,300,0,35,54,1,4,0,1:50,0,1.0,6,20,3,3,0,2,6,16,2,2,1,7
260,300,0,19,31,0,0,0,1:11,1,1.0,12,23,3,4,0,0,7,19,4,4,4,4
261,300,0,23,52,1,4,0,1:21,0,3.0,7,28,1,3,7,9,10,27,1,3,4,10
262,300,0,14,26,0,0,0,0:02,0,0.0,9,21,5,5,0,0,13,24,1,2,0,0
263,300,0,40,56,1,1,1,3:57,0,4.0,5,11,5,5,0,0,0,3,0,0,10,13
264,300,0,9,13,0,0,0,0:24,1,0.0,4,8,0,0,0,0,2,6,1,1,1,1
265,300,0,34,91,0,0,0,0:00,0,0.0,20,72,11,16,3,3,30,87,4,4,0,0
266,300,0,39,111,0,0,0,0:00,0,0.0,27,95,7,11,5,5,39,111,0,0,0,0
267,300,0,40,79,0,0,0,0:00,0,0.0,27,59,11,17,2,3,40,79,0,0,0,0
268,300,0,41,97,0,0,0,0:00,0,0.0,32,88,8,8,1,1,41,97,0,0,0,0
269,300,0,29,50,0,0,0,0:00,0,0.0,19,37,10,13,0,0,28,49,1,1,0,0
270,300,0,8,51,0,0,0,0:00,0,0.0,5,46,3,5,0,0,8,51,0,0,0,0
271,300,0,35,68,0,0,0,0:00,0,0.0,20,50,14,17,1,1,35,68,0,0,0,0
272,300,0,36,76,0,0,0,0:00,0,0.0,25,59,7,12,4,5,36,76,0,0,0,0
273,250,2,37,72,0,0,0,0:11,0,0.0,30,61,7,11,0,0,23,57,0,0,14,15
274,250,0,19,60,0,0,0,0:00,0,0.0,14,53,3,3,2,4,19,60,0,0,0,0
275,300,0,24,41,4,7,0,3:57,0,0.0,10,26,2,2,1,1,8,21,5,8,0,0
276,300,0,5,19,0,0,0,0:00,0,0.0,2,12,1,5,1,1,3,16,1,2,0,0
277,300,0,36,108,3,3,0,2:19,0,0.0,26,96,2,3,5,6,28,98,5,7,0,0
278,300,0,6,7,0,0,0,0:00,0,0.0,4,5,1,1,1,1,6,6,0,1,0,0
279,300,0,43,122,2,5,0,0:51,0,0.0,24,96,5,8,12,13,36,108,5,9,0,0
280,300,0,25,50,0,0,0,0:00,0,0.0,17,42,2,2,4,4,19,44,4,4,0,0
281,300,0,56,135,1,2,0,1:27,0,0.0,38,115,4,6,9,9,44,121,7,9,0,0
282,300,0,23,43,0,0,0,0:00,0,0.0,19,39,2,2,1,1,15,35,7,7,0,0
283,300,0,42,135,0,1,0,0:09,0,0.0,30,121,7,9,4,4,38,129,3,5,0,0
284,300,0,23,52,0,0,0,0:00,0,0.0,19,46,4,6,0,0,23,51,0,1,0,0
285,300,0,24,62,0,1,0,0:48,0,0.0,11,45,3,4,3,5,13,48,4,6,0,0
286,300,0,14,53,0,0,0,0:00,0,0.0,10,48,2,3,0,0,10,46,2,5,0,0
291,300,0,7,20,3,8,0,1:23,0,2.0,2,12,0,2,3,3,4,14,0,0,1,3
292,300,0,3,15,0,0,0,0:08,0,0.0,1,12,1,2,0,0,2,13,0,0,0,1
293,300,0,29,55,1,5,0,3:02,0,1.0,9,28,0,1,2,3,4,9,0,0,7,23
294,300,0,8,13,0,0,0,0:14,0,0.0,2,3,0,0,0,0,1,1,0,1,1,1
295,300,0,25,36,1,3,0,0:37,0,1.0,7,15,5,6,4,6,11,17,1,2,4,8
296,300,0,7,11,0,0,0,0:03,0,0.0,5,9,2,2,0,0,7,11,0,0,0,0
301,223,0,5,9,0,0,0,0:00,0,0.0,0,3,1,1,0,1,1,5,0,0,0,0
302,223,0,17,21,0,0,1,3:20,0,3.0,11,14,1,1,1,1,1,1,0,0,12,15
303,300,0,45,54,1,1,0,4:45,0,6.0,13,16,0,0,0,0,0,0,0,0,13,16
304,300,0,7,10,0,0,0,0:02,0,0.0,0,2,0,0,0,0,0,2,0,0,0,0
305,172,0,11,14,1,1,1,2:42,0,4.0,0,1,0,0,0,0,0,0,0,0,0,1
